YEAR,TEAM ID,TEAM,CONF,SEED,ROUND,W,L,win_pct,KADJ EM,KADJ O,KADJ D,BARTHAG,BADJ EM,3PT%,3PTR,3PT%D,3PTRD,EFG%,EFG%D,2PT%,2PT%D,2PTR,2PTRD,KADJ T,TALENT,EXP,WAB,ELITE SOS,THREES FG%,THREES SHARE,THREES FG%D,THREES D SHARE,CLOSE TWOS FG%,CLOSE TWOS SHARE,FARTHER TWOS FG%,FARTHER TWOS SHARE,DUNKS FG%,DUNKS SHARE,tournament_round,made_tournament,reached_s16,has_shot_splits,three_rate_category,three_pct_category,three_pct_net,three_rate_net,three_value,K TEMPO,FT%,FTR,PPPO,GAMES,3PA,3PM
2016,40,Connecticut,Amer,9,32,24,10,70.58824,18.752,111.651,92.899,0.874,17.1,36.2,33.7,32.7,36.7,52.0,44.2,50.9,41.3,66.3,63.3,65.7403,72.327,1.968,1.2,23.62,36.5,33.7,32.6,36.2,61.9,33.8,37.7,32.6,92.5,9.7,3,0,0,1,Mid-Low (Q2),Mid-High (Q3),3.5,-3.0,36.598200000000006,66.4159,78.7,29.7,1.091,34,652,236
2016,45,Dayton,A10,7,64,25,7,78.125,13.3434,106.934,93.5907,0.838,14.2,34.7,34.8,34.9,36.7,52.0,46.9,52.0,43.7,65.2,63.3,67.8498,36.347,1.562,2.4,20.789,34.5,35.0,34.9,36.8,65.5,34.6,35.8,30.4,92.8,5.8,2,1,0,1,Mid-Low (Q2),Mid-Low (Q2),-0.19999999999999574,-1.9000000000000057,36.2268,68.781,67.3,41.0,1.052,32,612,212
2016,50,Duke,ACC,4,16,23,10,69.69697,22.0532,121.786,99.7328,0.918,23.0,38.7,40.1,33.9,29.0,53.7,49.4,50.7,48.9,59.9,71.0,67.5008,94.152,1.063,4.2,32.331,38.5,39.8,34.0,29.6,62.0,33.4,37.1,26.8,94.6,8.7,4,0,1,1,High (Q4),High (Q4),4.800000000000004,11.100000000000001,46.55610000000001,68.4041,72.2,40.2,1.183,33,785,304
2016,54,Fairleigh Dickinson,NEC,16,68,17,14,54.83871,-9.74686,104.836,114.583,0.241,-10.9,36.5,32.8,35.4,36.3,51.6,52.0,50.1,51.3,67.2,63.7,71.1346,0.2,0.746,-9.9,9.645,36.4,32.8,35.5,36.4,56.4,44.1,36.3,23.0,89.1,4.2,1,1,0,1,Mid-Low (Q2),Mid-High (Q3),1.1000000000000014,-3.5,35.916,71.8212,69.9,33.6,1.057,31,609,222
2016,57,Florida Gulf Coast,ASun,16,64,16,13,55.17241,-1.39023,102.917,104.307,0.48,-0.7,34.6,24.4,31.0,36.7,51.2,48.1,50.9,49.0,75.6,63.3,66.5831,24.576,1.331,-8.4,11.006,34.2,24.7,31.1,36.3,59.5,46.3,38.7,29.0,91.2,4.9,2,1,0,1,Low (Q1),Mid-Low (Q2),3.6000000000000014,-12.300000000000004,25.3272,69.0003,64.5,36.4,1.062,29,412,143
2016,59,Fresno St.,MWC,14,64,23,9,71.875,6.69862,107.084,100.385,0.652,5.6,34.3,30.2,32.9,39.3,48.2,48.5,46.8,47.9,69.8,60.7,68.9375,40.734,2.293,-0.9,17.899,34.4,30.3,33.0,39.3,62.5,32.6,33.4,37.1,93.7,6.8,2,1,0,1,Low (Q1),Mid-Low (Q2),1.3999999999999986,-9.099999999999998,31.075799999999997,70.1189,69.6,38.1,1.048,32,578,198
2016,68,Gonzaga,WCC,11,16,25,7,78.125,19.2756,116.44,97.1644,0.904,20.7,37.6,35.9,30.3,33.1,55.3,45.1,54.6,44.9,64.1,66.9,67.1988,58.0,1.788,2.1,20.236,37.8,35.6,30.3,32.8,65.0,33.3,43.1,31.1,85.0,3.1,4,0,1,1,Mid-High (Q3),High (Q4),7.300000000000001,2.799999999999997,40.495200000000004,68.325,76.0,35.9,1.159,32,660,248
2016,70,Green Bay,Horz,14,64,21,12,63.63636,3.98885,108.225,104.236,0.568,2.5,35.0,31.0,36.3,33.9,49.9,51.2,48.7,49.5,69.0,66.1,76.1219,0.2,2.069,-4.5,15.675,35.0,31.4,36.3,33.9,58.7,40.5,33.8,28.1,91.4,3.8,2,1,0,1,Low (Q1),Mid-Low (Q2),-1.2999999999999972,-2.8999999999999986,32.55,76.8253,65.7,42.2,1.07,33,659,231
2016,71,Hampton,MEAC,16,64,20,10,66.66667,-6.80879,99.7519,106.561,0.269,-8.9,30.9,34.7,33.2,32.6,47.2,48.0,47.6,47.2,65.3,67.4,71.2725,4.609,2.293,-6.3,8.629,30.5,34.7,33.7,33.0,58.0,39.5,31.2,25.8,84.5,5.7,2,1,0,1,Mid-Low (Q2),Low (Q1),-2.3000000000000043,2.1000000000000014,32.1669,71.8773,65.4,42.0,1.022,30,627,194
2016,74,Hawaii,BW,13,32,25,5,83.33333,11.736,108.243,96.5071,0.784,11.4,32.8,39.6,31.3,33.6,52.5,44.9,54.6,43.8,60.4,66.4,70.5206,15.446,2.152,0.8,13.153,32.3,38.7,30.0,33.7,66.4,31.3,41.0,30.0,92.9,6.3,3,0,0,1,High (Q4),Low (Q1),1.4999999999999964,6.0,38.9664,71.2522,68.6,46.3,1.078,30,667,219
2016,75,Holy Cross,Pat,16,64,14,19,42.42424,-11.4879,97.0369,108.525,0.239,-10.3,32.7,40.4,36.5,41.2,47.9,53.2,47.1,52.2,59.6,58.8,63.6033,5.623,1.649,-14.5,9.645,32.6,40.9,35.7,40.8,53.4,39.6,34.3,19.5,95.0,1.8,2,1,0,1,High (Q4),Low (Q1),-3.799999999999997,-0.8000000000000043,39.632400000000004,64.729,69.3,36.1,0.991,33,708,232
2016,79,Indiana,B10,5,16,25,7,78.125,22.7957,120.855,98.0589,0.912,22.1,41.5,40.9,34.3,31.4,58.6,49.5,56.1,48.7,59.1,68.6,67.7325,68.041,1.749,3.2,23.197,41.5,40.9,34.2,31.3,65.1,40.5,37.0,18.6,92.4,9.8,4,0,1,1,High (Q4),High (Q4),7.200000000000003,9.5,50.9205,68.7995,72.3,33.3,1.191,32,759,315
2016,81,Iona,MAAC,13,64,22,10,68.75,7.8333,110.602,102.768,0.66,6.1,37.2,44.2,35.5,36.1,53.8,48.5,52.3,45.8,55.8,63.9,71.7927,8.384,2.184,-3.6,13.931,36.9,43.9,35.9,36.1,57.8,39.4,40.0,16.7,89.5,5.1,2,1,0,1,High (Q4),Mid-High (Q3),1.7000000000000028,8.100000000000001,49.327200000000005,72.3431,71.2,32.5,1.096,32,858,319
2016,82,Iowa,B10,7,32,21,10,67.74194,21.3563,116.298,94.9421,0.911,21.2,38.2,35.1,31.0,38.7,51.8,47.4,48.7,48.0,64.9,61.3,68.812,54.413,2.125,2.0,29.23,37.5,35.5,31.3,38.3,65.2,29.0,35.3,35.6,83.1,4.5,3,0,0,1,Mid-Low (Q2),High (Q4),7.200000000000003,-3.6000000000000014,40.22460000000001,69.2986,71.9,33.4,1.122,31,663,253
2016,83,Iowa St.,B12,4,16,21,11,65.625,21.0754,121.033,99.9576,0.906,21.5,38.0,35.0,33.6,35.7,56.8,49.5,56.7,49.0,65.0,64.3,71.0322,63.044,2.427,3.6,34.953,38.7,35.1,33.5,35.5,68.5,35.5,42.4,29.4,91.0,10.3,4,0,1,1,Mid-Low (Q2),High (Q4),4.399999999999999,-0.7000000000000028,39.9,71.7188,70.6,25.5,1.129,32,689,262
2016,86,Kansas,B12,1,8,29,4,87.87879,29.804,120.379,90.575,0.961,29.2,42.2,33.4,33.0,32.2,55.9,45.3,52.2,43.3,66.6,67.8,68.811,80.776,1.863,11.6,35.686,41.3,32.8,32.5,32.6,64.3,36.4,39.1,30.8,85.8,8.4,5,0,1,1,Mid-Low (Q2),High (Q4),9.200000000000003,1.1999999999999957,42.2844,69.2473,70.6,39.0,1.141,33,625,264
2016,90,Kentucky,SEC,4,32,26,8,76.47059,25.1996,122.508,97.3082,0.943,26.5,37.0,31.4,33.0,29.8,53.7,44.9,52.8,43.0,68.6,70.2,66.9955,92.397,0.956,5.0,28.159,36.6,31.0,32.6,29.6,67.9,33.6,38.6,35.4,91.8,11.5,3,0,0,1,Low (Q1),Mid-High (Q3),4.0,1.5999999999999979,34.854,68.1451,68.3,38.3,1.157,34,630,233
2016,97,Little Rock,SB,12,32,27,4,87.09677,13.3265,108.951,95.6244,0.783,11.3,38.7,34.7,30.1,40.0,52.4,45.1,49.4,45.1,65.3,60.0,63.2633,0.475,2.35,2.1,13.219,38.2,35.1,30.9,40.2,60.4,32.5,37.6,32.5,86.1,3.0,3,0,0,1,Mid-Low (Q2),High (Q4),8.600000000000001,-5.299999999999997,40.2867,64.0516,73.2,31.4,1.088,31,587,227
2016,109,Maryland,B10,5,16,24,8,75.0,20.7136,116.294,95.5806,0.885,18.7,37.6,37.8,32.3,35.6,55.6,46.7,55.2,45.7,62.2,64.4,67.2907,87.245,1.774,4.0,28.313,36.2,38.4,32.2,35.1,69.5,32.7,40.3,28.9,90.9,11.3,4,0,1,1,Mid-High (Q3),High (Q4),5.300000000000004,2.1999999999999957,42.6384,66.9454,75.9,35.7,1.124,32,658,247
2016,113,Miami FL,ACC,3,16,25,7,78.125,22.848,118.848,95.9995,0.926,23.4,36.6,34.1,33.6,29.8,53.9,48.0,53.4,46.9,65.9,70.2,65.897,66.635,2.218,6.9,32.355,37.5,33.9,34.4,30.4,64.8,36.1,39.2,29.9,89.6,8.5,4,0,1,1,Mid-Low (Q2),Mid-High (Q3),3.0,4.300000000000001,37.44180000000001,66.1954,75.1,40.0,1.138,32,596,218
2016,114,Michigan,B10,11,64,21,12,63.63636,14.5538,115.094,100.54,0.834,15.0,38.4,44.5,34.7,36.7,55.0,51.2,52.9,50.7,55.5,63.3,65.9134,54.482,1.418,0.8,29.236,38.0,44.3,34.7,36.4,67.2,31.0,34.3,24.7,89.4,5.9,2,1,0,1,High (Q4),High (Q4),3.6999999999999957,7.799999999999997,51.263999999999996,65.9924,73.9,28.4,1.124,33,832,319
2016,115,Michigan St.,B10,2,64,29,5,85.29412,29.6807,123.022,93.3408,0.945,26.6,43.4,35.3,30.2,32.5,56.0,42.6,51.1,41.3,64.7,67.5,66.3201,59.574,1.818,7.2,26.632,43.3,35.7,31.1,32.5,63.6,33.2,38.5,31.1,91.5,10.6,2,1,0,1,Mid-Low (Q2),High (Q4),13.2,2.799999999999997,45.96059999999999,66.9044,73.0,30.0,1.183,34,709,308
2016,116,Middle Tennessee,CUSA,15,32,22,9,70.96774,3.93408,103.144,99.21,0.605,3.7,38.9,35.7,34.1,33.8,51.8,48.5,48.2,47.2,64.3,66.2,67.5556,8.754,1.752,-3.2,12.345,39.9,35.0,35.4,33.6,62.0,31.9,33.2,33.1,92.6,5.5,3,0,0,1,Mid-High (Q3),High (Q4),4.799999999999997,1.9000000000000057,41.6619,69.2026,60.7,35.7,1.041,31,636,247
2016,135,North Carolina,ACC,1,2,28,6,82.35294,28.0379,121.139,93.1009,0.942,25.8,31.4,26.7,36.0,35.6,52.1,47.4,53.9,43.7,73.3,64.4,71.0747,90.938,1.854,8.5,32.034,32.5,26.9,36.2,35.7,68.2,35.7,40.4,37.4,94.3,7.5,7,0,1,1,Low (Q1),Low (Q1),-4.600000000000001,-8.900000000000002,25.1514,70.7158,73.8,32.2,1.164,34,584,183
2016,145,Northern Iowa,MVC,11,32,21,12,63.63636,10.0945,108.298,98.2039,0.777,11.2,37.2,42.3,32.6,38.9,53.3,48.6,51.5,48.5,57.7,61.1,62.3968,36.74,2.207,-2.1,21.49,37.2,42.7,32.4,39.1,66.5,27.2,37.6,30.1,90.9,3.2,3,0,0,1,High (Q4),Mid-High (Q3),4.600000000000001,3.3999999999999986,47.2068,63.7045,75.4,32.8,1.057,33,716,266
2016,149,Notre Dame,ACC,6,8,21,11,65.625,15.9813,119.69,103.709,0.824,14.9,36.9,34.5,37.6,34.2,53.5,49.2,52.5,45.5,65.5,65.8,64.933,76.873,1.721,2.3,31.682,37.4,34.3,36.9,34.4,62.0,38.9,39.9,26.8,91.9,5.5,5,0,1,1,Mid-Low (Q2),Mid-High (Q3),-0.7000000000000028,0.29999999999999716,38.19149999999999,65.4047,73.5,33.2,1.153,32,634,234
2016,153,Oklahoma,B12,2,4,25,7,78.125,24.849,117.285,92.4357,0.938,24.8,42.6,40.7,34.0,35.0,54.5,46.4,48.1,44.0,59.3,65.0,69.8681,57.714,2.158,8.0,35.834,42.2,40.7,33.7,35.6,61.8,32.6,31.8,26.6,84.0,8.0,6,0,1,1,High (Q4),High (Q4),8.600000000000001,5.700000000000003,52.01460000000001,71.2898,72.8,33.6,1.114,32,775,330
2016,157,Oregon,P12,1,8,27,6,81.81818,22.7847,119.63,96.8455,0.904,20.8,35.1,33.9,36.4,33.8,52.3,49.0,52.2,46.2,66.1,66.2,68.0532,51.771,1.495,6.7,27.638,34.4,34.4,36.2,34.0,64.2,39.0,36.0,26.6,89.1,9.7,5,0,1,1,Mid-Low (Q2),Mid-Low (Q2),-1.2999999999999972,0.10000000000000142,35.6967,69.4792,71.5,40.2,1.126,33,656,230
2016,158,Oregon St.,P12,7,64,18,12,60.0,12.4371,110.836,98.3992,0.785,11.7,37.3,31.8,32.8,39.0,49.9,49.4,47.1,49.5,68.2,61.0,67.1452,44.404,1.608,0.3,30.461,37.4,31.7,32.4,38.9,56.3,41.0,32.8,27.3,93.5,7.6,2,1,0,1,Mid-Low (Q2),Mid-High (Q3),4.5,-7.199999999999999,35.584199999999996,68.5821,68.1,37.2,1.05,30,549,205
2016,162,Pittsburgh,ACC,10,64,20,11,64.51613,16.2013,115.484,99.2827,0.864,17.1,35.1,30.8,35.8,34.3,51.3,50.5,50.7,48.7,69.2,65.7,65.557,57.184,2.072,1.8,31.513,35.0,30.6,35.4,34.4,60.7,32.9,41.2,36.5,91.9,5.8,2,1,0,1,Low (Q1),Mid-Low (Q2),-0.6999999999999957,-3.4999999999999964,32.4324,66.4386,75.8,36.6,1.131,31,550,193
2016,166,Providence,BE,9,32,23,10,69.69697,13.5932,109.321,95.7275,0.826,13.8,32.1,36.9,32.1,33.6,48.1,48.8,48.1,49.2,63.1,66.4,68.4903,59.887,1.133,3.3,31.166,32.0,37.2,32.3,33.1,62.0,32.8,32.7,30.1,85.4,6.8,3,0,0,1,Mid-High (Q3),Low (Q1),0.0,3.299999999999997,35.5347,69.85,72.7,37.7,1.047,33,720,231
2016,167,Purdue,B10,5,64,26,8,76.47059,24.5939,117.0,92.4061,0.933,23.8,36.8,35.5,31.3,33.0,53.7,44.3,52.9,43.0,64.5,67.0,67.5995,66.451,1.518,4.4,26.889,36.7,35.8,31.4,33.1,71.1,28.2,38.5,36.1,89.0,6.9,2,1,0,1,Mid-High (Q3),Mid-High (Q3),5.4999999999999964,2.5,39.19199999999999,67.8939,74.2,35.1,1.141,34,701,258
2016,173,Saint Joseph's,A10,8,32,27,7,79.41176,14.6358,113.435,98.7988,0.854,16.1,32.7,35.7,31.0,41.3,51.3,47.9,52.5,48.9,64.3,58.7,70.3117,41.08,1.79,3.4,21.526,32.7,35.7,31.1,41.5,64.5,35.8,37.1,28.5,90.0,5.8,3,0,0,1,Mid-High (Q3),Low (Q1),1.7000000000000028,-5.599999999999994,35.02170000000001,70.4815,71.3,37.7,1.097,34,725,237
2016,181,Seton Hall,BE,6,64,25,8,75.75758,17.6691,111.433,93.7641,0.893,18.7,35.3,29.6,31.6,33.1,50.2,45.3,49.1,44.3,70.4,66.9,69.4734,62.243,1.139,5.3,30.728,34.7,29.7,31.8,33.0,58.3,40.1,36.4,30.2,89.7,4.1,2,1,0,1,Low (Q1),Mid-Low (Q2),3.6999999999999957,-3.5,31.346400000000003,70.6797,66.6,40.6,1.055,33,572,202
2016,186,South Dakota St.,Sum,12,64,24,7,77.41935,9.58182,110.826,101.245,0.744,9.8,36.2,36.8,33.1,32.3,51.4,47.7,49.7,46.8,63.2,67.7,68.2819,12.379,1.889,-1.2,12.136,36.1,37.1,33.4,32.8,56.0,33.8,42.2,29.0,95.2,1.8,2,1,0,1,Mid-High (Q3),Mid-High (Q3),3.1000000000000014,4.5,39.964800000000004,68.629,74.2,40.6,1.105,31,651,236
2016,189,Southern,SWAC,16,68,19,12,61.29032,-5.31079,100.906,106.217,0.339,-6.0,34.5,29.5,32.0,35.6,48.7,47.7,47.4,47.5,70.5,64.4,68.9507,3.311,2.059,-8.1,8.427,34.1,29.7,31.8,36.3,62.4,32.2,35.5,38.1,82.4,2.6,1,1,0,1,Low (Q1),Mid-Low (Q2),2.5,-6.100000000000001,30.5325,69.4786,67.3,38.7,1.025,31,528,182
2016,194,Stephen F. Austin,Slnd,14,32,23,5,82.14286,14.405,111.339,96.9336,0.772,10.9,37.5,36.4,33.2,30.6,55.5,49.6,55.1,49.5,63.6,69.4,67.4268,0.458,2.171,-1.2,9.477,36.8,36.9,32.8,30.7,66.9,32.4,41.6,30.7,89.1,5.0,3,0,0,1,Mid-High (Q3),Mid-High (Q3),4.299999999999997,5.799999999999997,40.949999999999996,69.1402,74.4,33.9,1.15,28,595,223
2016,195,Stony Brook,AE,13,64,24,6,80.0,8.53773,107.481,98.9433,0.697,7.4,37.5,29.3,34.2,34.9,53.2,47.3,51.9,45.2,70.7,65.1,66.9582,0.2,2.267,-1.1,11.251,37.2,28.8,34.1,34.4,60.5,43.5,35.4,27.7,92.6,4.1,2,1,0,1,Low (Q1),Mid-High (Q3),3.299999999999997,-5.599999999999998,32.9625,67.5992,66.8,32.5,1.112,30,516,194
2016,196,Syracuse,ACC,10,4,19,13,59.375,15.8501,111.357,95.507,0.86,16.2,36.1,43.2,30.4,40.3,50.4,47.5,47.6,48.7,56.8,59.7,64.9033,88.863,1.713,-0.3,30.281,36.0,42.1,30.7,39.7,60.8,32.6,29.7,25.2,87.8,9.6,6,0,1,1,High (Q4),Mid-High (Q3),5.700000000000003,2.9000000000000057,46.78560000000001,65.2376,68.3,35.5,1.065,32,768,277
2016,198,Temple,Amer,10,64,21,11,65.625,8.34785,106.619,98.2712,0.716,8.2,34.0,37.8,31.4,31.9,46.9,46.7,44.5,46.5,62.2,68.1,65.9852,55.758,2.186,-0.1,24.923,33.7,37.4,31.2,32.2,57.4,27.6,34.7,35.0,95.2,3.3,2,1,0,1,Mid-High (Q3),Mid-Low (Q2),2.6000000000000014,5.899999999999999,38.556,66.0022,68.4,27.1,1.024,32,728,248
2016,200,Texas,B12,6,64,20,12,62.5,17.1061,112.821,95.7146,0.859,16.2,33.9,36.0,34.3,32.6,49.3,47.5,48.5,45.6,64.0,67.4,65.1637,73.204,1.958,3.2,36.005,34.1,36.2,34.6,32.8,57.4,36.5,36.7,27.2,81.7,7.8,2,1,0,1,Mid-High (Q3),Low (Q1),-0.3999999999999986,3.3999999999999986,36.611999999999995,66.9315,66.5,39.7,1.058,32,653,221
2016,201,Texas A&M,SEC,3,16,26,8,76.47059,21.8057,114.159,92.3528,0.918,21.5,35.0,37.0,32.9,39.5,51.4,47.1,50.7,45.6,63.0,60.5,66.5488,69.544,1.815,5.2,27.831,34.1,37.4,33.3,40.2,63.2,40.2,30.2,22.5,87.8,8.9,4,0,1,1,Mid-High (Q3),Mid-Low (Q2),2.1000000000000014,-2.5,38.85,68.3815,67.3,37.5,1.104,34,742,260
2016,204,Texas Tech,B12,8,64,19,12,61.29032,14.7244,113.846,99.1212,0.82,13.9,34.5,30.4,35.2,37.9,49.9,49.3,49.2,47.2,69.6,62.1,65.9989,18.334,1.716,1.3,32.532,34.6,30.5,35.6,37.8,61.9,36.8,35.0,32.8,95.9,6.1,2,1,0,1,Low (Q1),Mid-Low (Q2),-0.7000000000000028,-7.5,31.464,66.9205,74.6,43.1,1.07,31,511,176
2016,206,Tulsa,Amer,11,68,20,11,64.51613,11.788,111.352,99.564,0.747,9.8,32.9,36.6,36.3,36.8,50.4,48.3,51.0,44.7,63.4,63.2,68.4348,3.983,2.725,-1.2,22.502,32.6,36.3,35.9,36.9,61.7,38.3,35.2,25.4,93.3,5.1,1,1,0,1,Mid-High (Q3),Low (Q1),-3.3999999999999986,-0.19999999999999574,36.124199999999995,69.0244,67.8,40.0,1.064,31,651,214
2016,214,UNC Asheville,BSth,15,64,20,11,64.51613,4.21193,103.529,99.3166,0.549,1.7,32.2,30.1,28.8,35.5,49.9,48.7,50.6,51.7,69.9,64.5,70.1811,11.114,1.148,-6.3,10.414,32.1,30.1,29.5,36.0,59.2,37.6,39.8,32.2,96.8,2.4,2,1,0,1,Low (Q1),Low (Q1),3.400000000000002,-5.399999999999999,29.076600000000003,70.5102,70.1,42.4,1.048,31,532,171
2016,216,UNC Wilmington,CAA,13,64,23,7,76.66667,9.25855,110.051,100.792,0.707,8.0,34.1,33.4,34.1,28.6,51.2,47.1,51.2,45.5,66.6,71.4,70.1618,1.709,1.606,-0.7,13.73,34.5,33.6,33.8,28.6,65.0,33.5,36.9,32.9,93.3,2.4,2,1,0,1,Mid-Low (Q2),Mid-Low (Q2),0.0,4.799999999999997,34.1682,70.5306,70.4,35.9,1.094,30,606,207
2016,218,USC,P12,8,64,21,12,63.63636,14.7848,113.901,99.116,0.848,15.8,38.5,32.4,32.3,34.4,52.0,47.3,49.2,46.7,67.6,65.6,71.1914,72.171,1.247,0.2,26.984,38.6,32.3,32.4,34.6,60.9,38.1,34.9,29.7,85.3,8.9,2,1,0,1,Mid-Low (Q2),High (Q4),6.200000000000003,-2.0,37.422000000000004,72.8841,67.8,35.3,1.095,33,667,257
2016,220,Utah,P12,3,32,25,8,75.75758,18.1129,115.673,97.5601,0.875,17.9,36.0,37.6,36.8,31.9,55.2,47.4,55.8,43.8,62.4,68.1,65.2107,34.826,2.011,5.6,30.751,36.3,37.4,37.1,31.9,65.1,43.0,34.8,19.6,86.5,6.1,3,0,0,1,Mid-High (Q3),Mid-High (Q3),-0.7999999999999972,5.700000000000003,40.608,67.2963,71.7,38.4,1.12,33,678,244
2016,225,Vanderbilt,SEC,11,68,19,13,59.375,19.9195,114.458,94.5381,0.919,21.8,38.8,38.1,29.2,30.5,53.5,43.1,50.5,42.7,61.9,69.5,67.7217,60.005,1.344,-0.4,29.795,38.2,38.0,29.4,30.6,63.5,33.0,34.9,29.0,88.4,9.6,1,1,0,1,Mid-High (Q3),High (Q4),9.599999999999998,7.600000000000001,44.3484,69.19,69.9,39.5,1.1,32,689,267
2016,226,VCU,A10,10,32,24,10,70.58824,16.2152,110.984,94.769,0.878,17.6,35.6,32.8,33.6,29.9,50.9,49.0,49.6,48.4,67.2,70.1,69.4498,38.015,2.092,-0.1,20.513,35.1,33.4,33.7,30.3,60.6,37.9,36.5,28.8,94.1,5.7,3,0,0,1,Mid-Low (Q2),Mid-Low (Q2),2.0,2.8999999999999986,35.0304,69.9071,69.0,32.3,1.096,34,689,245
2016,228,Villanova,BE,2,1,29,5,85.29412,26.7471,118.299,91.552,0.959,28.5,34.4,43.8,33.5,37.5,54.3,46.3,56.4,43.9,56.2,62.5,66.5578,81.555,1.709,8.9,30.779,36.1,42.8,33.8,37.5,70.3,31.0,42.1,26.3,95.8,9.2,8,0,1,1,High (Q4),Mid-Low (Q2),0.8999999999999986,6.299999999999997,45.20159999999999,67.6994,77.7,34.3,1.133,34,845,291
2016,229,Virginia,ACC,1,8,26,7,78.78788,29.0952,120.224,91.1288,0.954,27.6,40.5,28.1,34.9,37.3,54.4,48.7,51.9,46.5,71.9,62.7,60.6947,74.302,1.985,8.7,36.199,40.2,28.4,34.6,36.7,68.6,36.4,36.3,35.2,96.9,9.2,5,0,1,1,Low (Q1),High (Q4),5.600000000000001,-9.199999999999996,34.1415,61.1656,75.4,32.4,1.146,33,488,198
2016,234,Weber St.,BSky,15,64,23,8,74.19355,2.74146,103.593,100.851,0.593,3.3,36.0,42.1,35.2,27.4,54.9,47.2,55.5,45.1,57.9,72.6,66.9958,1.595,1.391,-3.7,9.167,35.5,41.9,35.6,27.2,65.0,32.8,42.6,25.3,89.2,12.2,2,1,0,1,High (Q4),Mid-High (Q3),0.7999999999999972,14.700000000000003,45.468,68.5252,67.7,46.6,1.069,31,676,243
2016,235,West Virginia,B12,3,64,26,8,76.47059,25.9146,116.39,90.4754,0.944,25.2,32.9,30.6,33.2,36.1,50.2,48.8,50.7,48.2,69.4,63.9,69.3697,46.477,1.724,7.4,34.85,32.5,30.6,33.1,36.4,59.9,43.7,33.9,25.8,94.7,6.4,2,1,0,1,Low (Q1),Low (Q1),-0.30000000000000426,-5.5,30.202199999999998,70.7679,67.0,46.1,1.112,34,624,205
2016,238,Wichita St.,MVC,11,32,23,8,74.19355,21.1508,111.743,90.5918,0.919,21.2,32.9,38.5,32.7,37.1,49.6,44.5,49.8,41.8,61.5,62.9,65.8499,27.563,1.873,0.2,18.276,32.3,38.1,32.7,37.0,60.2,32.8,36.8,29.1,89.7,5.6,3,0,0,1,Mid-High (Q3),Low (Q1),0.19999999999999574,1.3999999999999986,37.9995,66.1715,71.6,37.8,1.097,31,686,226
2016,240,Wisconsin,B10,7,16,20,12,62.5,16.3651,111.769,95.4038,0.837,14.6,35.8,33.8,38.0,29.3,49.0,48.5,46.6,45.1,66.2,70.7,63.2633,58.366,1.348,0.4,29.577,34.9,34.2,37.3,28.9,58.8,31.5,35.4,34.2,85.0,4.8,4,0,1,1,Mid-Low (Q2),Mid-High (Q3),-2.200000000000003,4.4999999999999964,36.301199999999994,64.0913,70.7,39.7,1.066,32,586,210
2016,244,Xavier,BE,2,32,27,5,84.375,21.71,117.096,95.3858,0.922,22.6,36.2,34.7,31.5,40.4,51.5,47.9,50.0,48.4,65.3,59.6,71.9214,65.075,1.534,7.7,29.509,36.4,34.1,31.0,40.5,59.3,36.6,37.9,29.3,89.2,8.2,3,0,0,1,Mid-Low (Q2),Mid-High (Q3),4.700000000000003,-5.699999999999996,37.684200000000004,72.8035,73.1,42.9,1.117,32,672,243
2016,245,Yale,Ivy,12,32,21,6,77.77778,13.8265,109.51,95.6837,0.812,12.9,37.1,30.8,31.8,34.4,52.5,46.3,51.1,45.5,69.2,65.6,65.9753,3.85,2.27,-0.1,15.942,36.0,31.1,32.7,34.3,59.1,36.7,42.6,32.2,85.9,7.0,3,0,0,1,Low (Q1),Mid-High (Q3),5.300000000000001,-3.599999999999998,34.2804,66.9779,66.7,42.1,1.107,27,463,172
2015,5,Albany,AE,14,64,24,8,75.0,3.03231,106.463,103.431,0.572,2.6,36.0,34.1,36.5,41.6,50.1,49.6,48.1,45.9,65.9,58.4,60.7359,0.2,1.654,-3.3,9.985,35.8,34.3,36.2,41.6,53.9,44.2,35.5,21.5,80.0,1.4,2,1,0,1,Mid-Low (Q2),Mid-High (Q3),-0.5,-7.5,36.828,61.2078,76.1,39.9,1.065,32,545,196
2015,8,Arizona,P12,2,8,31,3,91.17647,32.3143,118.227,85.9123,0.965,29.0,36.0,25.8,32.8,31.4,53.6,44.3,53.4,42.0,74.2,68.6,65.5943,82.563,1.481,9.0,24.455,36.0,25.9,33.6,31.5,66.2,35.6,41.3,38.5,90.0,8.5,5,0,1,1,Low (Q1),Mid-High (Q3),3.200000000000003,-5.599999999999998,27.864,66.8428,69.9,47.1,1.14,34,477,172
2015,10,Arkansas,SEC,5,32,26,8,76.47059,16.9767,114.941,97.964,0.857,16.3,35.0,31.1,35.3,31.3,50.2,48.6,49.1,46.6,68.9,68.7,69.1346,61.527,1.74,3.8,25.539,34.9,31.1,35.2,31.2,65.9,30.5,35.5,38.4,85.2,7.6,3,0,0,1,Low (Q1),Mid-Low (Q2),-0.29999999999999716,-0.1999999999999993,32.655,70.3181,72.4,37.3,1.102,34,643,225
