YEAR,TEAM ID,TEAM,CONF,SEED,ROUND,W,L,win_pct,GAMES,KADJ EM,KADJ O,KADJ D,BARTHAG,BADJ EM,3PT%,3PTR,3PT%D,3PTRD,EFG%,EFG%D,2PT%,2PT%D,2PTR,2PTRD,KADJ T,K TEMPO,PPPO,FT%,FTR,TALENT,EXP,WAB,ELITE SOS,THREES FG%,THREES SHARE,THREES FG%D,THREES D SHARE,CLOSE TWOS FG%,CLOSE TWOS SHARE,FARTHER TWOS FG%,FARTHER TWOS SHARE,DUNKS FG%,DUNKS SHARE,tournament_round,made_tournament,reached_s16,has_shot_splits,three_rate_category,three_pct_category,three_pct_net,three_rate_net,three_value,3PA,3PM,2PA,2PM
2024,8,Arizona,P12,2,16,25,8,75.75757576,33,26.6237,121.125,94.5013,0.953,27.901,37.1,32.6,33.4,38.2,55.0,48.7,54.6,47.8,67.4,61.8,71.8379,73.376,1.178,71.9,36.7,76.342,1.963,4.9,29.931,37.1,32.6,33.4,38.2,63.3,44.3,37.9,23.1,91.2,11.9,4,0,1,1,Mid-Low (Q2),Mid-High (Q3),3.700000000000003,-5.600000000000001,36.28380000000001,682,253,1409,769
2024,12,Auburn,SEC,4,64,27,7,79.41176471,34,28.9026,120.579,91.6765,0.957,28.605,35.2,37.5,29.8,33.3,54.1,43.4,54.9,42.8,62.5,66.7,69.7887,70.9629,1.174,75.2,38.2,43.053,2.195,5.5,28.032,35.2,37.5,29.8,33.3,61.7,41.4,41.6,21.1,87.7,13.2,2,1,0,1,Mid-High (Q3),Mid-Low (Q2),5.400000000000002,4.200000000000003,39.6,776,273,1293,710
2024,14,Baylor,B12,3,32,22,10,68.75,32,22.305,122.49,100.185,0.91,22.309,39.4,38.3,33.5,35.5,55.6,51.3,53.4,51.9,61.7,64.5,65.6032,66.8428,1.171,74.0,40.5,58.436,1.617,5.1,37.902,39.4,38.3,33.5,35.5,65.7,34.8,37.5,26.9,89.2,11.6,3,0,0,1,Mid-High (Q3),High (Q4),5.899999999999999,2.799999999999997,45.27059999999999,680,268,1094,584
2024,17,Boise St.,MWC,10,68,20,10,66.66666667,30,16.3847,113.974,97.5892,0.854,16.224,34.8,39.8,30.6,36.9,51.6,49.8,51.2,52.1,60.2,63.1,66.807,66.5978,1.106,74.0,36.1,18.982,2.047,0.9,27.69,34.8,39.8,30.6,36.9,59.3,37.3,38.0,22.9,90.2,4.9,1,1,0,1,High (Q4),Mid-Low (Q2),4.199999999999996,2.8999999999999986,41.551199999999994,677,236,1024,524
2024,25,BYU,B12,6,64,23,10,69.6969697,33,21.0091,120.486,99.4765,0.907,21.656,34.8,50.7,31.8,34.1,55.1,48.0,58.0,48.2,49.3,65.9,69.0581,70.0246,1.169,73.8,25.3,19.483,2.232,2.9,30.879,34.8,50.7,31.8,34.1,72.9,27.3,39.4,22.0,88.9,6.1,2,1,0,1,High (Q4),Mid-Low (Q2),2.9999999999999964,16.6,52.9308,1063,370,1033,599
2024,33,Clemson,ACC,6,8,21,11,65.625,32,16.9371,117.426,100.489,0.865,17.379,35.4,40.2,34.0,40.6,53.9,48.7,54.4,47.1,59.8,59.4,66.1056,67.5823,1.137,79.0,30.6,64.382,2.275,0.9,28.597,35.4,40.2,34.0,40.6,64.3,34.6,40.9,25.1,97.2,6.4,5,0,1,1,High (Q4),Mid-Low (Q2),1.3999999999999986,-0.3999999999999986,42.6924,749,265,1114,606
2024,36,Colgate,Pat,14,64,24,9,72.72727273,33,2.15009,104.65,102.5,0.513,0.445,35.7,38.3,29.9,39.6,53.4,47.2,53.3,48.7,61.7,60.4,66.2225,66.1152,1.062,68.0,27.6,0.2,1.902,-4.1,11.19,35.7,38.3,29.9,39.7,62.7,35.5,40.7,26.2,100.0,1.8,2,1,0,1,Mid-High (Q3),Mid-Low (Q2),5.800000000000004,-1.3000000000000043,41.0193,707,252,1138,607
2024,37,College of Charleston,CAA,13,64,26,7,78.78787879,33,7.60727,113.736,106.128,0.702,8.116,34.8,47.1,33.8,36.9,52.4,50.6,52.6,50.5,52.9,63.1,69.7757,69.7286,1.144,72.2,26.9,5.524,1.788,-1.6,11.135,34.8,47.1,33.8,36.9,65.0,34.3,29.8,18.6,92.9,7.6,2,1,0,1,High (Q4),Mid-Low (Q2),1.0,10.200000000000003,49.172399999999996,998,347,1121,590
2024,38,Colorado,P12,10,32,24,10,70.58823529,34,18.4666,117.579,99.1127,0.886,19.175,39.4,30.4,31.9,35.3,55.3,49.3,53.6,50.1,69.6,64.7,67.5085,69.0823,1.135,77.8,35.3,38.964,2.2,1.7,26.08,39.4,30.4,31.9,35.3,60.6,48.1,38.1,21.5,87.0,6.8,3,0,0,1,Low (Q1),High (Q4),7.5,-4.899999999999999,35.93279999999999,587,231,1344,720
2024,39,Colorado St.,MWC,10,64,22,10,68.75,32,16.6027,115.382,98.779,0.846,15.664,33.2,38.3,34.0,34.0,54.6,49.3,57.6,48.5,61.7,66.0,65.8043,66.4971,1.121,75.4,32.6,21.58,2.578,1.5,27.18,33.2,38.3,34.0,34.0,67.1,37.8,42.5,23.8,93.1,5.2,2,1,0,1,Mid-High (Q3),Low (Q1),-0.7999999999999972,4.299999999999997,38.1468,683,227,1100,634
2024,40,Connecticut,BE,1,1,31,3,91.17647059,34,32.213,126.608,94.3949,0.971,33.493,36.7,40.9,31.9,33.2,57.1,45.1,58.5,43.7,59.1,66.8,64.4543,66.2316,1.23,74.2,33.3,58.255,1.709,11.3,33.643,36.7,40.9,31.9,33.2,66.6,40.7,40.6,18.4,92.1,12.9,8,0,1,1,High (Q4),Mid-High (Q3),4.800000000000004,7.699999999999996,45.0309,816,299,1178,689
2024,43,Creighton,BE,3,16,23,9,71.875,32,23.3993,120.091,96.6912,0.929,24.145,36.1,48.9,32.2,27.2,57.5,46.4,60.6,45.7,51.1,72.8,67.0297,67.9754,1.163,78.1,24.5,52.884,2.322,4.4,33.229,36.1,48.9,32.2,27.2,67.6,30.9,50.0,20.3,88.9,11.9,4,0,1,1,High (Q4),Mid-High (Q3),3.8999999999999986,21.7,52.95870000000001,922,333,964,584
2024,45,Dayton,A10,7,32,24,7,77.41935484,31,17.2975,118.601,101.304,0.855,16.782,40.2,44.5,31.7,40.4,56.6,47.9,53.7,48.2,55.5,59.6,64.1776,64.5594,1.153,73.4,37.2,32.899,2.205,2.6,23.183,40.2,44.5,31.7,40.4,66.0,32.3,36.5,23.1,94.4,11.7,3,0,0,1,High (Q4),High (Q4),8.500000000000004,4.100000000000001,53.667,731,294,911,489
2024,48,Drake,MVC,10,64,27,6,81.81818182,33,14.7142,115.619,100.904,0.828,14.693,36.5,39.6,33.0,39.3,54.9,51.0,55.1,51.9,60.4,60.7,67.8384,68.6721,1.14,76.3,32.6,15.682,1.786,1.7,16.549,36.5,39.6,33.0,39.3,64.5,32.5,44.2,27.9,83.3,2.5,2,1,0,1,High (Q4),Mid-High (Q3),3.5,0.30000000000000426,43.362,760,277,1158,638
2024,50,Duke,ACC,4,8,24,8,75.0,32,24.8767,121.827,96.9502,0.927,23.968,37.7,37.4,32.6,35.5,55.2,49.0,54.4,49.1,62.6,64.5,66.6784,67.7309,1.178,72.2,33.8,91.61,1.152,3.3,26.968,37.7,37.4,32.6,35.5,62.6,40.5,39.4,22.1,94.6,7.8,5,0,1,1,Mid-High (Q3),High (Q4),5.100000000000001,1.8999999999999986,42.299400000000006,708,267,1186,645
2024,246,Duquesne,A10,11,32,23,11,67.64705882,34,9.37104,106.921,97.5497,0.761,10.179,33.9,39.7,31.7,37.3,50.1,48.0,49.6,48.4,60.3,62.7,66.3236,66.8316,1.048,71.4,33.1,0.2,1.999,-1.8,19.651,33.9,39.7,31.7,37.3,53.1,34.9,44.8,25.4,77.9,9.0,3,0,0,1,High (Q4),Low (Q1),2.1999999999999993,2.4000000000000057,40.3749,763,259,1160,575
2024,55,Florida,SEC,7,64,24,11,68.57142857,35,18.1884,119.317,101.129,0.895,20.355,34.2,34.5,32.2,32.7,51.5,48.8,51.7,49.0,65.5,67.3,71.6913,72.9572,1.146,71.2,38.6,30.164,1.707,3.0,31.29,34.2,34.5,32.2,32.7,58.3,41.6,40.2,23.9,90.4,11.1,2,1,0,1,Mid-Low (Q2),Mid-Low (Q2),2.0,1.7999999999999972,35.397,774,265,1469,759
2024,56,Florida Atlantic,Amer,8,64,25,8,75.75757576,33,16.2359,118.961,102.725,0.816,14.274,35.6,38.8,33.6,36.3,55.0,49.7,56.0,49.3,61.2,63.7,68.0531,69.0429,1.173,72.0,34.8,21.565,2.764,1.2,20.437,35.6,38.8,33.6,36.3,61.7,41.7,43.8,19.5,82.9,9.0,2,1,0,1,Mid-High (Q3),Mid-Low (Q2),2.0,2.5,41.4384,768,273,1211,678
2024,68,Gonzaga,WCC,5,16,24,7,77.41935484,31,21.5641,120.997,99.4329,0.915,22.623,35.5,31.4,34.0,36.9,56.7,47.3,58.3,45.1,68.6,63.1,69.0926,69.7948,1.198,72.6,31.5,72.006,1.84,2.5,23.847,35.5,31.4,34.0,36.9,69.9,36.5,45.0,32.1,94.2,5.3,4,0,1,1,Low (Q1),Mid-Low (Q2),1.5,-5.5,33.441,597,212,1305,761
2024,247,Grambling St.,SWAC,16,64,17,14,54.83870968,31,-7.80999,99.2736,107.084,0.281,-8.337,34.1,29.8,33.7,33.4,48.2,49.1,47.0,48.4,70.2,66.6,64.8232,66.2915,0.971,70.6,39.6,12.502,2.34,-8.0,15.298,34.1,29.8,33.7,33.4,55.9,36.2,37.5,34.0,95.2,3.7,2,1,0,1,Low (Q1),Mid-Low (Q2),0.3999999999999986,-3.599999999999998,30.485400000000002,478,163,1127,530
2024,69,Grand Canyon,WAC,12,32,28,4,87.5,32,13.9138,113.478,99.5638,0.773,11.238,34.4,36.1,32.6,33.6,52.0,45.9,52.3,44.4,63.9,66.4,68.1093,69.3343,1.127,75.3,45.3,14.992,2.618,1.3,11.307,34.4,36.1,32.6,33.6,56.8,42.8,43.3,21.1,88.2,8.0,3,0,0,1,Mid-High (Q3),Mid-Low (Q2),1.7999999999999972,2.5,37.255199999999995,654,225,1156,605
2024,76,Houston,B12,1,16,30,4,88.23529412,34,31.7188,118.868,87.1492,0.979,33.697,34.7,36.6,30.0,40.9,49.7,44.0,48.4,43.4,63.4,59.1,63.2681,64.1588,1.13,69.4,29.9,63.543,2.28,10.6,34.485,34.7,36.6,30.0,40.9,66.2,25.3,36.6,38.1,91.0,7.6,4,0,1,1,Mid-High (Q3),Mid-Low (Q2),4.700000000000003,-4.299999999999997,38.1006,751,261,1301,630
2024,77,Howard,MEAC,16,68,16,16,50.0,32,-8.26281,105.489,113.752,0.291,-8.407,37.5,38.9,34.0,33.2,52.0,50.9,49.2,50.8,61.1,66.8,67.5375,69.1666,1.064,75.0,42.2,31.316,2.194,-12.1,8.38,37.5,38.9,34.0,33.2,53.8,40.3,40.3,20.8,93.0,5.3,1,1,0,1,Mid-High (Q3),Mid-High (Q3),3.5,5.699999999999996,43.7625,675,253,1061,522
2024,78,Illinois,B10,3,8,26,8,76.47058824,34,23.9871,125.551,101.564,0.922,24.236,34.9,38.3,34.3,27.9,53.8,48.0,54.7,46.6,61.7,72.1,69.8886,70.5498,1.188,74.5,37.8,56.834,2.444,6.0,32.635,34.9,38.3,34.3,27.9,65.0,38.3,37.8,23.4,88.2,7.1,5,0,1,1,Mid-High (Q3),Mid-Low (Q2),0.6000000000000014,10.399999999999999,40.10009999999999,804,281,1295,708
2024,83,Iowa St.,B12,2,16,27,7,79.41176471,34,26.7178,113.864,87.1458,0.958,27.105,34.9,32.0,31.5,45.0,51.9,47.1,51.7,46.9,68.0,55.0,67.3399,68.1713,1.108,69.7,36.1,44.201,1.824,6.9,33.017,34.9,32.0,31.5,45.0,67.4,31.6,38.2,36.4,90.5,7.0,4,0,1,1,Mid-Low (Q2),Mid-Low (Q2),3.3999999999999986,-13.0,33.504,637,222,1354,700
2024,85,James Madison,SB,12,32,30,3,90.90909091,33,12.9001,113.858,100.958,0.778,11.554,36.5,38.1,28.6,35.1,54.4,46.7,54.2,48.8,61.9,64.9,69.4753,71.1256,1.152,70.5,34.2,3.831,2.428,1.5,9.457,36.5,38.1,28.6,35.1,61.7,43.3,37.0,18.6,87.4,7.4,3,0,0,1,Mid-High (Q3),Mid-High (Q3),7.899999999999999,3.0,41.719500000000004,775,283,1259,682
2024,86,Kansas,B12,4,32,21,10,67.74193548,31,19.2256,113.382,94.1566,0.911,20.833,33.3,29.7,33.8,41.1,53.4,47.6,54.8,45.3,70.3,58.9,68.9392,69.6118,1.073,72.9,32.8,64.218,2.102,4.3,37.263,33.3,29.7,33.8,41.1,66.2,37.7,41.7,32.6,89.2,9.6,3,0,0,1,Low (Q1),Low (Q1),-0.5,-11.400000000000002,29.670299999999997,526,175,1245,682
2024,90,Kentucky,SEC,3,64,23,9,71.875,32,20.018,122.742,102.724,0.893,20.769,41.2,37.3,32.6,39.9,57.4,49.5,54.7,49.8,62.7,60.1,72.636,74.0625,1.194,77.3,30.4,73.978,0.982,2.9,29.177,41.2,37.3,32.6,39.9,61.5,36.8,45.1,25.9,85.7,10.2,2,1,0,1,Mid-High (Q3),High (Q4),8.600000000000001,-2.6000000000000014,46.1028,763,314,1283,702
2024,99,Long Beach St.,BW,15,64,19,14,57.57575758,33,-0.00456917,107.857,107.862,0.431,-2.567,31.3,28.3,35.1,43.6,48.9,51.2,49.7,50.0,71.7,56.4,71.1635,71.8207,1.058,71.0,38.1,11.174,2.22,-8.0,12.603,31.3,28.3,35.1,43.6,61.9,34.4,38.5,37.3,96.4,3.9,2,1,0,1,Low (Q1),Low (Q1),-3.8000000000000007,-15.3,26.573700000000006,568,178,1440,716
2024,100,Longwood,BSth,16,64,18,13,58.06451613,31,0.95941,105.712,104.753,0.476,-0.867,34.2,28.3,34.6,39.5,49.4,51.3,48.6,50.9,71.7,60.5,66.7619,67.8933,1.068,68.8,39.5,17.521,2.323,-8.6,9.715,34.4,28.5,34.5,39.3,55.9,38.3,40.2,33.1,88.0,5.8,2,1,0,1,Low (Q1),Mid-Low (Q2),-0.3999999999999986,-11.2,29.035800000000005,505,173,1279,622
2024,107,Marquette,BE,2,16,25,9,73.52941176,34,22.7369,118.294,95.5576,0.933,24.325,35.8,40.5,33.6,43.1,55.1,49.7,56.0,49.2,59.5,56.9,68.9774,69.3264,1.126,71.5,25.6,57.136,1.872,6.5,37.073,35.8,40.5,33.6,43.1,61.8,41.9,42.3,17.6,91.3,9.3,4,0,1,1,High (Q4),Mid-High (Q3),2.1999999999999957,-2.6000000000000014,43.497,836,299,1229,688
2024,248,McNeese St.,Slnd,12,64,26,3,89.65517241,29,12.8626,114.033,101.171,0.752,10.223,39.4,33.6,33.0,48.1,54.9,47.8,52.8,46.3,66.4,51.9,65.5793,66.8129,1.174,69.5,40.6,18.38,2.328,0.7,8.837,39.4,33.6,33.0,48.1,58.0,45.3,41.7,21.1,92.8,7.6,2,1,0,1,Mid-Low (Q2),High (Q4),6.399999999999999,-14.5,39.715199999999996,554,218,1094,578
2024,115,Michigan St.,B10,9,32,19,14,57.57575758,33,20.0339,113.76,93.7263,0.898,19.451,35.9,30.2,32.8,41.3,51.5,48.0,50.5,47.1,69.8,58.7,65.1889,66.3965,1.097,70.6,29.9,67.335,2.07,0.21,34.196,35.9,30.2,32.8,41.3,64.9,34.0,36.8,35.8,86.9,9.0,3,0,0,1,Low (Q1),Mid-High (Q3),3.1000000000000014,-11.099999999999998,32.5254,585,210,1352,683
2024,120,Mississippi St.,SEC,8,64,21,13,61.76470588,34,17.9825,113.678,95.6951,0.877,17.693,32.5,38.2,29.4,41.1,51.7,47.7,53.4,50.2,61.8,58.9,67.0503,68.8988,1.081,67.2,37.9,43.205,2.241,0.8,32.154,32.5,38.1,29.4,41.2,60.9,42.0,37.3,19.9,90.5,9.5,2,1,0,1,Mid-High (Q3),Low (Q1),3.1000000000000014,-2.8999999999999986,37.245,751,244,1214,648
2024,124,Montana St.,BSky,16,68,15,16,48.38709677,31,-3.90152,103.305,107.206,0.419,-2.97,36.4,41.4,32.6,35.4,53.9,52.3,53.4,54.1,58.6,64.6,68.7956,69.242,1.051,73.4,30.7,0.2,2.373,-12.6,9.572,36.4,41.4,32.6,35.4,63.1,34.5,39.5,24.1,87.5,4.7,1,1,0,1,High (Q4),Mid-High (Q3),3.799999999999997,6.0,45.2088,717,261,1014,541
2024,125,Morehead St.,OVC,14,64,22,8,73.33333333,30,5.46884,108.989,103.52,0.589,3.291,35.3,45.1,31.1,31.2,54.4,45.7,55.6,45.4,54.9,68.8,64.2353,65.7279,1.102,71.5,31.3,16.078,2.372,-3.4,11.774,35.3,45.1,31.1,31.2,62.5,35.2,43.1,19.6,87.9,7.3,2,1,0,1,High (Q4),Mid-Low (Q2),4.199999999999996,13.900000000000002,47.7609,747,264,909,505
2024,129,Nebraska,B10,8,64,23,10,69.6969697,33,18.1912,115.866,97.6744,0.9,20.096,35.8,44.5,31.9,41.7,53.2,46.3,52.8,45.2,55.5,58.3,68.6104,69.2526,1.108,75.4,32.4,27.887,2.43,2.4,29.05,35.8,44.5,31.9,41.7,61.4,31.1,41.7,24.4,83.3,3.9,2,1,0,1,High (Q4),Mid-High (Q3),3.8999999999999986,2.799999999999997,47.793,861,308,1074,567
2024,130,Nevada,MWC,10,64,25,7,78.125,32,16.814,115.55,98.7358,0.863,17.017,36.5,33.6,31.3,41.0,53.3,48.2,52.6,49.1,66.4,59.0,66.6449,67.0488,1.128,72.3,46.2,28.02,2.436,2.7,22.983,36.5,33.6,31.3,41.1,63.8,31.9,42.2,34.5,95.4,5.6,2,1,0,1,Mid-Low (Q2),Mid-High (Q3),5.199999999999999,-7.399999999999999,36.792,581,212,1148,604
2024,131,New Mexico,MWC,11,64,25,9,73.52941176,34,18.9368,115.411,96.4738,0.893,19.336,33.4,29.8,30.6,36.6,51.0,48.0,51.4,49.2,70.2,63.4,72.6803,72.4265,1.126,71.8,33.1,55.824,1.908,1.7,23.773,33.4,29.8,30.6,36.6,59.1,45.2,37.5,25.0,84.1,5.7,2,1,0,1,Low (Q1),Low (Q1),2.799999999999997,-6.800000000000001,29.859599999999997,657,219,1548,796
2024,135,North Carolina,ACC,1,16,27,7,79.41176471,34,24.6454,117.796,93.151,0.931,23.59,35.4,35.9,31.4,36.1,51.3,46.4,50.3,46.0,64.1,63.9,70.4477,71.4602,1.136,75.4,36.8,88.407,2.174,6.6,30.665,35.4,35.9,31.4,36.1,56.7,37.4,41.4,26.7,85.2,6.5,4,0,1,1,Mid-High (Q3),Mid-Low (Q2),4.0,-0.20000000000000284,38.12579999999999,760,269,1357,683
2024,138,North Carolina St.,ACC,11,4,22,14,61.11111111,36,13.056,114.385,101.329,0.798,12.835,34.6,33.5,34.9,35.3,50.7,50.5,50.1,49.5,66.5,64.7,68.0599,68.9,1.098,73.4,32.5,48.869,2.403,-0.6,28.902,34.6,33.4,34.8,35.4,59.1,35.7,39.8,30.9,91.7,3.3,6,0,1,1,Mid-Low (Q2),Mid-Low (Q2),-0.29999999999999716,-1.7999999999999972,34.773,728,252,1446,724
2024,147,Northwestern,B10,9,32,21,11,65.625,32,15.9057,116.657,100.752,0.872,17.988,39.4,36.8,35.9,36.9,53.2,51.6,49.7,50.3,63.2,63.1,63.7214,64.6113,1.122,74.8,29.9,35.529,2.306,1.5,30.87,39.4,36.8,35.9,36.9,57.4,32.3,41.6,30.8,86.3,6.9,3,0,0,1,Mid-High (Q3),High (Q4),3.5,-0.10000000000000142,43.4976,663,261,1139,566
2024,150,Oakland,Horz,14,32,23,11,67.64705882,34,2.81743,108.593,105.776,0.585,3.176,35.1,40.8,33.9,40.7,52.1,50.6,51.8,50.5,59.2,59.3,66.6629,68.1725,1.104,75.8,30.9,7.281,2.571,-4.2,15.066,35.1,40.8,33.9,40.7,62.8,28.8,41.4,30.4,90.7,6.2,3,0,0,1,High (Q4),Mid-Low (Q2),1.2000000000000028,0.09999999999999432,42.9624,818,287,1187,615
2024,157,Oregon,P12,11,32,23,11,67.64705882,34,13.4292,114.036,100.607,0.815,13.701,33.6,36.7,34.3,36.2,51.8,51.5,52.7,51.6,63.3,63.8,67.1541,68.6239,1.094,71.5,32.3,47.815,1.969,1.4,28.128,33.6,36.7,34.3,36.2,60.6,37.5,41.2,25.8,94.6,7.3,3,0,0,1,Mid-High (Q3),Low (Q1),-0.6999999999999957,0.5,36.99360000000001,739,248,1276,672
2024,167,Purdue,B10,1,2,29,4,87.87878788,33,29.1183,124.988,95.87,0.964,31.493,40.8,35.0,31.4,37.2,56.0,47.7,53.2,48.1,65.0,62.8,67.3784,68.986,1.196,72.1,42.8,52.594,1.864,11.0,36.076,40.8,35.0,31.4,37.2,66.7,33.4,38.9,31.7,95.6,10.9,7,0,1,1,Mid-Low (Q2),High (Q4),9.399999999999999,-2.200000000000003,42.839999999999996,667,272,1239,659
2024,175,Saint Mary's,WCC,5,64,25,7,78.125,32,19.888,114.901,95.0132,0.92,22.139,35.5,36.7,32.4,29.0,53.1,45.1,53.0,43.6,63.3,71.0,61.9463,63.3514,1.147,67.4,28.3,38.712,1.929,1.4,19.572,35.5,36.7,32.4,29.0,58.9,44.6,39.0,18.7,88.2,5.7,2,1,0,1,Mid-High (Q3),Mid-Low (Q2),3.1000000000000014,7.700000000000003,39.0855,681,242,1175,623
2024,176,Saint Peter's,MAAC,15,64,18,13,58.06451613,31,-2.32142,98.5882,100.91,0.404,-3.34,33.9,31.1,31.5,34.5,45.0,46.6,42.4,46.4,68.9,65.5,63.9542,65.2369,0.992,71.9,38.1,0.702,1.797,-8.8,9.395,33.9,31.1,31.5,34.5,48.5,36.0,35.8,32.9,83.7,3.6,2,1,0,1,Low (Q1),Low (Q1),2.3999999999999986,-3.3999999999999986,31.628699999999995,531,180,1178,499
2024,249,Samford,SC,13,64,27,5,84.375,32,9.79228,113.083,103.291,0.732,9.327,39.3,40.9,33.9,40.1,56.9,50.0,55.5,49.5,59.1,59.9,72.4779,73.7641,1.144,72.6,36.4,14.838,2.096,0.07,11.368,39.3,40.9,33.9,40.1,60.2,42.6,43.4,16.5,78.9,5.0,2,1,0,1,High (Q4),High (Q4),5.399999999999999,0.7999999999999972,48.22109999999999,788,310,1138,632
2024,179,San Diego St.,MWC,5,16,22,10,68.75,32,19.6993,113.548,93.8492,0.879,17.67,31.3,37.8,30.5,40.5,49.8,47.2,51.6,48.3,62.2,59.5,65.9846,67.0337,1.086,72.9,37.5,43.201,2.508,2.6,30.359,31.3,37.8,30.5,40.5,60.2,32.9,41.9,29.3,83.3,6.7,4,0,1,1,Mid-High (Q3),Low (Q1),0.8000000000000007,-2.700000000000003,35.4942,694,217,1141,589
2024,185,South Carolina,SEC,6,64,26,7,78.78787879,33,15.0632,114.735,99.6715,0.842,15.506,33.5,41.0,33.6,31.2,50.8,48.0,51.1,46.8,59.0,68.8,62.8651,64.744,1.105,71.4,31.8,43.412,2.242,4.7,28.077,33.5,40.9,33.6,31.3,59.4,38.0,36.0,21.1,83.6,6.4,2,1,0,1,High (Q4),Low (Q1),-0.10000000000000142,9.8,41.205,779,261,1120,572
2024,186,South Dakota St.,Sum,15,64,19,12,61.29032258,31,2.98745,108.662,105.674,0.583,3.102,36.2,40.2,35.2,47.1,55.3,50.8,55.9,49.0,59.8,52.9,67.8617,68.1353,1.099,71.6,30.4,7.614,1.819,-7.4,9.978,36.2,40.2,35.2,47.1,62.4,36.7,45.6,23.1,86.0,10.8,2,1,0,1,High (Q4),Mid-High (Q3),1.0,-6.899999999999999,43.6572,705,255,1049,586
2024,250,Stetson,ASun,16,64,19,12,61.29032258,31,-4.1041,110.262,114.366,0.356,-5.725,36.5,41.8,34.5,37.4,53.4,52.0,52.5,52.2,58.2,62.6,66.1646,66.6291,1.112,76.3,31.7,19.778,2.058,-6.8,12.662,36.5,41.8,34.5,37.4,55.5,32.9,48.5,25.3,91.0,6.5,2,1,0,1,High (Q4),Mid-High (Q3),2.0,4.399999999999999,45.771,733,268,1020,536
2024,197,TCU,B12,9,64,21,12,63.63636364,33,17.2923,115.101,97.8088,0.869,17.392,35.6,30.2,32.8,35.2,51.9,50.3,51.2,50.9,69.8,64.8,69.6651,70.6411,1.106,73.0,35.1,53.769,2.75,1.3,32.604,35.6,30.2,32.8,35.2,60.2,42.3,37.3,27.5,87.5,7.4,2,1,0,1,Low (Q1),Mid-Low (Q2),2.8000000000000043,-5.0000000000000036,32.253600000000006,602,214,1390,712
2024,199,Tennessee,SEC,2,8,24,8,75.0,32,25.9712,117.021,91.0499,0.938,24.368,34.2,41.3,31.4,41.4,51.5,45.4,51.6,44.3,58.7,58.6,69.2023,70.591,1.125,74.9,34.3,55.338,2.262,5.8,34.068,34.2,41.3,31.4,41.4,57.6,36.7,41.7,22.0,83.3,9.8,5,0,1,1,High (Q4),Mid-Low (Q2),2.8000000000000043,-0.10000000000000142,42.3738,816,279,1159,598
2024,200,Texas,B12,7,32,20,12,62.5,32,18.4034,118.526,100.122,0.901,20.759,36.1,34.9,34.8,32.4,53.7,49.0,53.4,47.4,65.1,67.6,67.1608,68.1959,1.118,75.7,30.4,50.353,2.288,1.2,33.846,36.2,34.8,34.9,32.4,67.2,33.3,38.9,31.9,88.7,12.3,3,0,0,1,Mid-Low (Q2),Mid-High (Q3),1.3000000000000043,2.5,37.7967,653,236,1218,650
2024,201,Texas A&M,SEC,9,32,20,14,58.82352941,34,16.108,115.996,99.8885,0.85,16.089,28.4,38.1,33.9,44.9,45.4,50.1,47.0,49.5,61.9,55.1,65.8429,67.4371,1.105,70.9,38.2,55.263,2.393,0.25,33.304,28.4,38.1,33.9,44.9,54.6,39.6,33.5,22.2,81.3,5.6,3,0,0,1,Mid-High (Q3),Low (Q1),-5.5,-6.799999999999997,32.4612,819,233,1330,625
2024,204,Texas Tech,B12,6,64,23,10,69.6969697,33,18.5448,117.943,99.3985,0.885,19.079,36.5,41.1,32.1,39.0,52.8,49.1,51.5,49.6,58.9,61.0,66.6408,67.21,1.12,77.8,34.6,50.406,2.079,3.4,32.55,36.5,41.1,32.1,39.0,61.5,34.1,37.9,24.8,91.7,8.7,2,1,0,1,High (Q4),Mid-High (Q3),4.399999999999999,2.1000000000000014,45.0045,770,281,1105,569
2024,207,UAB,Amer,12,64,22,11,66.66666667,33,6.28179,113.68,107.398,0.663,6.447,33.1,31.3,35.0,36.7,50.1,51.0,50.4,50.2,68.7,63.3,67.7997,68.7165,1.111,74.3,40.5,21.521,2.218,-2.7,17.731,33.1,31.3,35.0,36.7,57.3,42.2,39.3,26.5,88.5,7.7,2,1,0,1,Low (Q1),Low (Q1),-1.8999999999999986,-5.400000000000002,31.080900000000003,605,200,1329,670
2024,221,Utah St.,MWC,8,32,25,6,80.64516129,31,15.1147,115.617,100.502,0.815,13.786,32.1,33.4,29.0,36.7,54.1,49.6,57.1,53.1,66.6,63.3,68.5319,69.0912,1.125,71.2,40.0,21.975,1.918,3.3,22.529,32.1,33.4,29.0,36.7,64.2,43.7,43.7,22.9,86.4,9.9,3,0,0,1,Mid-Low (Q2),Low (Q1),3.1000000000000014,-3.3000000000000043,32.1642,589,189,1174,670
2024,227,Vermont,AE,13,64,26,6,81.25,32,6.9772,107.122,100.145,0.659,5.839,33.5,44.1,31.5,36.5,51.8,46.7,53.1,46.4,55.9,63.5,63.2333,65.4814,1.074,72.3,29.7,4.273,2.309,-1.2,10.22,33.5,44.1,31.5,36.5,59.6,33.8,43.1,22.1,87.3,5.4,2,1,0,1,High (Q4),Low (Q1),2.0,7.600000000000001,44.3205,793,266,1006,534
