YEAR,TEAM ID,TEAM,CONF,SEED,ROUND,W,L,win_pct,GAMES,KADJ EM,KADJ O,KADJ D,BARTHAG,BADJ EM,3PT%,3PTR,3PT%D,3PTRD,EFG%,EFG%D,2PT%,2PT%D,2PTR,2PTRD,KADJ T,K TEMPO,PPPO,FT%,FTR,TALENT,EXP,WAB,ELITE SOS,THREES FG%,THREES SHARE,THREES FG%D,THREES D SHARE,CLOSE TWOS FG%,CLOSE TWOS SHARE,FARTHER TWOS FG%,FARTHER TWOS SHARE,DUNKS FG%,DUNKS SHARE,tournament_round,made_tournament,reached_s16,has_shot_splits,three_rate_category,three_pct_category,three_pct_net,three_rate_net,three_value,3PA,3PM,2PA,2PM
2016,14,Baylor,B12,5,64,21,11,65.625,32,19.9152,118.756,98.8407,0.877,18.5,37.4,28.6,37.1,33.8,51.7,51.0,49.9,48.7,71.4,66.2,66.4547,67.1496,1.124,72.7,39.2,48.262,1.878,3.5,35.471,37.4,28.5,36.9,33.8,61.4,37.9,36.9,33.6,90.7,5.5,2,1,0,1,Low (Q1),Mid-High (Q3),0.29999999999999716,-5.199999999999996,32.0892,524,196,1307,652
2016,23,Buffalo,MAC,14,64,19,14,57.57576,33,2.71119,105.541,102.83,0.55,1.8,33.5,37.0,34.4,35.9,49.6,49.8,49.2,48.8,63.0,64.1,71.9828,72.3903,1.05,70.9,41.7,6.348,1.454,-5.8,17.81,33.7,37.2,34.3,35.7,58.5,41.3,30.8,21.5,91.7,3.8,2,1,0,1,Mid-High (Q3),Low (Q1),-0.8999999999999986,1.1000000000000014,37.185,721,242,1227,604
2016,24,Butler,BE,9,32,21,10,67.74194,31,15.8497,117.318,101.468,0.877,18.5,38.7,30.5,33.9,36.9,52.5,49.4,50.0,48.5,69.5,63.1,67.7286,70.1183,1.144,73.1,39.8,61.077,2.128,2.1,29.739,39.2,30.5,33.9,36.3,64.6,35.1,34.6,34.3,94.7,4.2,3,0,0,1,Low (Q1),High (Q4),4.800000000000004,-6.399999999999999,35.4105,566,219,1288,644
2016,27,Cal St. Bakersfield,WAC,15,64,21,8,72.41379,29,6.49871,103.37,96.8714,0.709,7.7,34.6,27.0,32.6,33.1,49.3,44.7,48.4,42.6,73.0,66.9,67.6197,68.1166,1.045,65.1,38.5,5.421,1.895,-3.5,10.513,34.3,27.1,33.4,33.2,57.5,44.3,34.7,28.5,91.9,2.9,2,1,0,1,Low (Q1),Mid-Low (Q2),2.0,-6.100000000000001,28.026000000000003,451,156,1218,590
2016,30,California,P12,4,64,23,10,69.69697,33,19.6396,112.902,93.2625,0.899,19.5,36.9,33.7,35.1,26.5,52.5,44.0,51.0,40.9,66.3,73.5,68.0218,68.199,1.09,65.6,41.6,78.13,1.439,2.2,27.208,36.3,33.6,34.9,26.4,64.4,35.5,35.3,30.8,89.5,6.7,2,1,0,1,Mid-Low (Q2),Mid-High (Q3),1.7999999999999972,7.200000000000003,37.3059,625,231,1229,627
2016,31,Chattanooga,SC,12,64,27,5,84.375,32,7.41784,107.156,99.7384,0.651,5.6,36.1,37.1,33.0,36.3,51.8,49.8,50.4,50.0,62.9,63.7,66.1763,67.4188,1.101,73.3,42.0,7.903,2.305,0.4,11.639,35.6,37.0,33.7,36.1,62.2,38.0,33.4,25.1,89.5,9.8,2,1,0,1,Mid-High (Q3),Mid-High (Q3),3.1000000000000014,0.8000000000000043,40.179300000000005,656,237,1112,560
2016,32,Cincinnati,Amer,9,64,22,10,68.75,32,17.1593,110.035,92.8755,0.872,16.8,34.5,36.4,35.6,35.0,49.0,45.3,47.5,40.9,63.6,65.0,64.1147,65.806,1.085,70.4,33.5,56.651,1.92,0.3,23.448,34.8,36.6,35.7,35.3,63.9,30.8,32.5,32.6,93.4,6.1,2,1,0,1,Mid-High (Q3),Mid-Low (Q2),-1.1000000000000014,1.3999999999999986,37.674,684,236,1195,568
2016,38,Colorado,P12,8,64,21,11,65.625,32,13.5905,108.785,95.1948,0.803,12.4,38.9,32.4,35.3,28.8,48.4,46.9,43.7,44.4,67.6,71.2,68.9529,71.0226,1.055,73.7,40.0,53.765,1.771,0.7,26.719,38.7,32.0,35.3,28.8,54.1,36.9,31.6,31.1,95.9,5.5,2,1,0,1,Mid-Low (Q2),High (Q4),3.6000000000000014,3.599999999999998,37.8108,615,239,1284,561
2016,40,Connecticut,Amer,9,32,24,10,70.58824,34,18.752,111.651,92.899,0.874,17.1,36.2,33.7,32.7,36.7,52.0,44.2,50.9,41.3,66.3,63.3,65.7403,66.4159,1.091,78.7,29.7,72.327,1.968,1.2,23.62,36.5,33.7,32.6,36.2,61.9,33.8,37.7,32.6,92.5,9.7,3,0,0,1,Mid-Low (Q2),Mid-High (Q3),3.5,-3.0,36.598200000000006,652,236,1282,653
2016,45,Dayton,A10,7,64,25,7,78.125,32,13.3434,106.934,93.5907,0.838,14.2,34.7,34.8,34.9,36.7,52.0,46.9,52.0,43.7,65.2,63.3,67.8498,68.781,1.052,67.3,41.0,36.347,1.562,2.4,20.789,34.5,35.0,34.9,36.8,65.5,34.6,35.8,30.4,92.8,5.8,2,1,0,1,Mid-Low (Q2),Mid-Low (Q2),-0.19999999999999574,-1.9000000000000057,36.2268,612,212,1148,597
2016,50,Duke,ACC,4,16,23,10,69.69697,33,22.0532,121.786,99.7328,0.918,23.0,38.7,40.1,33.9,29.0,53.7,49.4,50.7,48.9,59.9,71.0,67.5008,68.4041,1.183,72.2,40.2,94.152,1.063,4.2,32.331,38.5,39.8,34.0,29.6,62.0,33.4,37.1,26.8,94.6,8.7,4,0,1,1,High (Q4),High (Q4),4.800000000000004,11.100000000000001,46.55610000000001,785,304,1172,594
2016,54,Fairleigh Dickinson,NEC,16,68,17,14,54.83871,31,-9.74686,104.836,114.583,0.241,-10.9,36.5,32.8,35.4,36.3,51.6,52.0,50.1,51.3,67.2,63.7,71.1346,71.8212,1.057,69.9,33.6,0.2,0.746,-9.9,9.645,36.4,32.8,35.5,36.4,56.4,44.1,36.3,23.0,89.1,4.2,1,1,0,1,Mid-Low (Q2),Mid-High (Q3),1.1000000000000014,-3.5,35.916,609,222,1249,626
2016,57,Florida Gulf Coast,ASun,16,64,16,13,55.17241,29,-1.39023,102.917,104.307,0.48,-0.7,34.6,24.4,31.0,36.7,51.2,48.1,50.9,49.0,75.6,63.3,66.5831,69.0003,1.062,64.5,36.4,24.576,1.331,-8.4,11.006,34.2,24.7,31.1,36.3,59.5,46.3,38.7,29.0,91.2,4.9,2,1,0,1,Low (Q1),Mid-Low (Q2),3.6000000000000014,-12.300000000000004,25.3272,412,143,1276,649
2016,59,Fresno St.,MWC,14,64,23,9,71.875,32,6.69862,107.084,100.385,0.652,5.6,34.3,30.2,32.9,39.3,48.2,48.5,46.8,47.9,69.8,60.7,68.9375,70.1189,1.048,69.6,38.1,40.734,2.293,-0.9,17.899,34.4,30.3,33.0,39.3,62.5,32.6,33.4,37.1,93.7,6.8,2,1,0,1,Low (Q1),Mid-Low (Q2),1.3999999999999986,-9.099999999999998,31.075799999999997,578,198,1335,625
2016,68,Gonzaga,WCC,11,16,25,7,78.125,32,19.2756,116.44,97.1644,0.904,20.7,37.6,35.9,30.3,33.1,55.3,45.1,54.6,44.9,64.1,66.9,67.1988,68.325,1.159,76.0,35.9,58.0,1.788,2.1,20.236,37.8,35.6,30.3,32.8,65.0,33.3,43.1,31.1,85.0,3.1,4,0,1,1,Mid-High (Q3),High (Q4),7.300000000000001,2.799999999999997,40.495200000000004,660,248,1178,643
2016,70,Green Bay,Horz,14,64,21,12,63.63636,33,3.98885,108.225,104.236,0.568,2.5,35.0,31.0,36.3,33.9,49.9,51.2,48.7,49.5,69.0,66.1,76.1219,76.8253,1.07,65.7,42.2,0.2,2.069,-4.5,15.675,35.0,31.4,36.3,33.9,58.7,40.5,33.8,28.1,91.4,3.8,2,1,0,1,Low (Q1),Mid-Low (Q2),-1.2999999999999972,-2.8999999999999986,32.55,659,231,1468,715
2016,71,Hampton,MEAC,16,64,20,10,66.66667,30,-6.80879,99.7519,106.561,0.269,-8.9,30.9,34.7,33.2,32.6,47.2,48.0,47.6,47.2,65.3,67.4,71.2725,71.8773,1.022,65.4,42.0,4.609,2.293,-6.3,8.629,30.5,34.7,33.7,33.0,58.0,39.5,31.2,25.8,84.5,5.7,2,1,0,1,Mid-Low (Q2),Low (Q1),-2.3000000000000043,2.1000000000000014,32.1669,627,194,1181,562
2016,74,Hawaii,BW,13,32,25,5,83.33333,30,11.736,108.243,96.5071,0.784,11.4,32.8,39.6,31.3,33.6,52.5,44.9,54.6,43.8,60.4,66.4,70.5206,71.2522,1.078,68.6,46.3,15.446,2.152,0.8,13.153,32.3,38.7,30.0,33.7,66.4,31.3,41.0,30.0,92.9,6.3,3,0,0,1,High (Q4),Low (Q1),1.4999999999999964,6.0,38.9664,667,219,1018,556
2016,75,Holy Cross,Pat,16,64,14,19,42.42424,33,-11.4879,97.0369,108.525,0.239,-10.3,32.7,40.4,36.5,41.2,47.9,53.2,47.1,52.2,59.6,58.8,63.6033,64.729,0.991,69.3,36.1,5.623,1.649,-14.5,9.645,32.6,40.9,35.7,40.8,53.4,39.6,34.3,19.5,95.0,1.8,2,1,0,1,High (Q4),Low (Q1),-3.799999999999997,-0.8000000000000043,39.632400000000004,708,232,1044,492
2016,79,Indiana,B10,5,16,25,7,78.125,32,22.7957,120.855,98.0589,0.912,22.1,41.5,40.9,34.3,31.4,58.6,49.5,56.1,48.7,59.1,68.6,67.7325,68.7995,1.191,72.3,33.3,68.041,1.749,3.2,23.197,41.5,40.9,34.2,31.3,65.1,40.5,37.0,18.6,92.4,9.8,4,0,1,1,High (Q4),High (Q4),7.200000000000003,9.5,50.9205,759,315,1097,615
2016,81,Iona,MAAC,13,64,22,10,68.75,32,7.8333,110.602,102.768,0.66,6.1,37.2,44.2,35.5,36.1,53.8,48.5,52.3,45.8,55.8,63.9,71.7927,72.3431,1.096,71.2,32.5,8.384,2.184,-3.6,13.931,36.9,43.9,35.9,36.1,57.8,39.4,40.0,16.7,89.5,5.1,2,1,0,1,High (Q4),Mid-High (Q3),1.7000000000000028,8.100000000000001,49.327200000000005,858,319,1083,566
2016,82,Iowa,B10,7,32,21,10,67.74194,31,21.3563,116.298,94.9421,0.911,21.2,38.2,35.1,31.0,38.7,51.8,47.4,48.7,48.0,64.9,61.3,68.812,69.2986,1.122,71.9,33.4,54.413,2.125,2.0,29.23,37.5,35.5,31.3,38.3,65.2,29.0,35.3,35.6,83.1,4.5,3,0,0,1,Mid-Low (Q2),High (Q4),7.200000000000003,-3.6000000000000014,40.22460000000001,663,253,1226,597
2016,83,Iowa St.,B12,4,16,21,11,65.625,32,21.0754,121.033,99.9576,0.906,21.5,38.0,35.0,33.6,35.7,56.8,49.5,56.7,49.0,65.0,64.3,71.0322,71.7188,1.129,70.6,25.5,63.044,2.427,3.6,34.953,38.7,35.1,33.5,35.5,68.5,35.5,42.4,29.4,91.0,10.3,4,0,1,1,Mid-Low (Q2),High (Q4),4.399999999999999,-0.7000000000000028,39.9,689,262,1280,726
2016,86,Kansas,B12,1,8,29,4,87.87879,33,29.804,120.379,90.575,0.961,29.2,42.2,33.4,33.0,32.2,55.9,45.3,52.2,43.3,66.6,67.8,68.811,69.2473,1.141,70.6,39.0,80.776,1.863,11.6,35.686,41.3,32.8,32.5,32.6,64.3,36.4,39.1,30.8,85.8,8.4,5,0,1,1,Mid-Low (Q2),High (Q4),9.200000000000003,1.1999999999999957,42.2844,625,264,1246,650
2016,90,Kentucky,SEC,4,32,26,8,76.47059,34,25.1996,122.508,97.3082,0.943,26.5,37.0,31.4,33.0,29.8,53.7,44.9,52.8,43.0,68.6,70.2,66.9955,68.1451,1.157,68.3,38.3,92.397,0.956,5.0,28.159,36.6,31.0,32.6,29.6,67.9,33.6,38.6,35.4,91.8,11.5,3,0,0,1,Low (Q1),Mid-High (Q3),4.0,1.5999999999999979,34.854,630,233,1377,727
2016,97,Little Rock,SB,12,32,27,4,87.09677,31,13.3265,108.951,95.6244,0.783,11.3,38.7,34.7,30.1,40.0,52.4,45.1,49.4,45.1,65.3,60.0,63.2633,64.0516,1.088,73.2,31.4,0.475,2.35,2.1,13.219,38.2,35.1,30.9,40.2,60.4,32.5,37.6,32.5,86.1,3.0,3,0,0,1,Mid-Low (Q2),High (Q4),8.600000000000001,-5.299999999999997,40.2867,587,227,1104,545
2016,109,Maryland,B10,5,16,24,8,75.0,32,20.7136,116.294,95.5806,0.885,18.7,37.6,37.8,32.3,35.6,55.6,46.7,55.2,45.7,62.2,64.4,67.2907,66.9454,1.124,75.9,35.7,87.245,1.774,4.0,28.313,36.2,38.4,32.2,35.1,69.5,32.7,40.3,28.9,90.9,11.3,4,0,1,1,Mid-High (Q3),High (Q4),5.300000000000004,2.1999999999999957,42.6384,658,247,1083,598
2016,113,Miami FL,ACC,3,16,25,7,78.125,32,22.848,118.848,95.9995,0.926,23.4,36.6,34.1,33.6,29.8,53.9,48.0,53.4,46.9,65.9,70.2,65.897,66.1954,1.138,75.1,40.0,66.635,2.218,6.9,32.355,37.5,33.9,34.4,30.4,64.8,36.1,39.2,29.9,89.6,8.5,4,0,1,1,Mid-Low (Q2),Mid-High (Q3),3.0,4.300000000000001,37.44180000000001,596,218,1153,616
2016,114,Michigan,B10,11,64,21,12,63.63636,33,14.5538,115.094,100.54,0.834,15.0,38.4,44.5,34.7,36.7,55.0,51.2,52.9,50.7,55.5,63.3,65.9134,65.9924,1.124,73.9,28.4,54.482,1.418,0.8,29.236,38.0,44.3,34.7,36.4,67.2,31.0,34.3,24.7,89.4,5.9,2,1,0,1,High (Q4),High (Q4),3.6999999999999957,7.799999999999997,51.263999999999996,832,319,1037,549
2016,115,Michigan St.,B10,2,64,29,5,85.29412,34,29.6807,123.022,93.3408,0.945,26.6,43.4,35.3,30.2,32.5,56.0,42.6,51.1,41.3,64.7,67.5,66.3201,66.9044,1.183,73.0,30.0,59.574,1.818,7.2,26.632,43.3,35.7,31.1,32.5,63.6,33.2,38.5,31.1,91.5,10.6,2,1,0,1,Mid-Low (Q2),High (Q4),13.2,2.799999999999997,45.96059999999999,709,308,1301,665
2016,116,Middle Tennessee,CUSA,15,32,22,9,70.96774,31,3.93408,103.144,99.21,0.605,3.7,38.9,35.7,34.1,33.8,51.8,48.5,48.2,47.2,64.3,66.2,67.5556,69.2026,1.041,60.7,35.7,8.754,1.752,-3.2,12.345,39.9,35.0,35.4,33.6,62.0,31.9,33.2,33.1,92.6,5.5,3,0,0,1,Mid-High (Q3),High (Q4),4.799999999999997,1.9000000000000057,41.6619,636,247,1147,553
2016,135,North Carolina,ACC,1,2,28,6,82.35294,34,28.0379,121.139,93.1009,0.942,25.8,31.4,26.7,36.0,35.6,52.1,47.4,53.9,43.7,73.3,64.4,71.0747,70.7158,1.164,73.8,32.2,90.938,1.854,8.5,32.034,32.5,26.9,36.2,35.7,68.2,35.7,40.4,37.4,94.3,7.5,7,0,1,1,Low (Q1),Low (Q1),-4.600000000000001,-8.900000000000002,25.1514,584,183,1603,864
2016,145,Northern Iowa,MVC,11,32,21,12,63.63636,33,10.0945,108.298,98.2039,0.777,11.2,37.2,42.3,32.6,38.9,53.3,48.6,51.5,48.5,57.7,61.1,62.3968,63.7045,1.057,75.4,32.8,36.74,2.207,-2.1,21.49,37.2,42.7,32.4,39.1,66.5,27.2,37.6,30.1,90.9,3.2,3,0,0,1,High (Q4),Mid-High (Q3),4.600000000000001,3.3999999999999986,47.2068,716,266,976,503
2016,149,Notre Dame,ACC,6,8,21,11,65.625,32,15.9813,119.69,103.709,0.824,14.9,36.9,34.5,37.6,34.2,53.5,49.2,52.5,45.5,65.5,65.8,64.933,65.4047,1.153,73.5,33.2,76.873,1.721,2.3,31.682,37.4,34.3,36.9,34.4,62.0,38.9,39.9,26.8,91.9,5.5,5,0,1,1,Mid-Low (Q2),Mid-High (Q3),-0.7000000000000028,0.29999999999999716,38.19149999999999,634,234,1202,631
2016,153,Oklahoma,B12,2,4,25,7,78.125,32,24.849,117.285,92.4357,0.938,24.8,42.6,40.7,34.0,35.0,54.5,46.4,48.1,44.0,59.3,65.0,69.8681,71.2898,1.114,72.8,33.6,57.714,2.158,8.0,35.834,42.2,40.7,33.7,35.6,61.8,32.6,31.8,26.6,84.0,8.0,6,0,1,1,High (Q4),High (Q4),8.600000000000001,5.700000000000003,52.01460000000001,775,330,1129,543
2016,157,Oregon,P12,1,8,27,6,81.81818,33,22.7847,119.63,96.8455,0.904,20.8,35.1,33.9,36.4,33.8,52.3,49.0,52.2,46.2,66.1,66.2,68.0532,69.4792,1.126,71.5,40.2,51.771,1.495,6.7,27.638,34.4,34.4,36.2,34.0,64.2,39.0,36.0,26.6,89.1,9.7,5,0,1,1,Mid-Low (Q2),Mid-Low (Q2),-1.2999999999999972,0.10000000000000142,35.6967,656,230,1280,668
2016,158,Oregon St.,P12,7,64,18,12,60.0,30,12.4371,110.836,98.3992,0.785,11.7,37.3,31.8,32.8,39.0,49.9,49.4,47.1,49.5,68.2,61.0,67.1452,68.5821,1.05,68.1,37.2,44.404,1.608,0.3,30.461,37.4,31.7,32.4,38.9,56.3,41.0,32.8,27.3,93.5,7.6,2,1,0,1,Mid-Low (Q2),Mid-High (Q3),4.5,-7.199999999999999,35.584199999999996,549,205,1177,554
2016,162,Pittsburgh,ACC,10,64,20,11,64.51613,31,16.2013,115.484,99.2827,0.864,17.1,35.1,30.8,35.8,34.3,51.3,50.5,50.7,48.7,69.2,65.7,65.557,66.4386,1.131,75.8,36.6,57.184,2.072,1.8,31.513,35.0,30.6,35.4,34.4,60.7,32.9,41.2,36.5,91.9,5.8,2,1,0,1,Low (Q1),Mid-Low (Q2),-0.6999999999999957,-3.4999999999999964,32.4324,550,193,1237,627
2016,166,Providence,BE,9,32,23,10,69.69697,33,13.5932,109.321,95.7275,0.826,13.8,32.1,36.9,32.1,33.6,48.1,48.8,48.1,49.2,63.1,66.4,68.4903,69.85,1.047,72.7,37.7,59.887,1.133,3.3,31.166,32.0,37.2,32.3,33.1,62.0,32.8,32.7,30.1,85.4,6.8,3,0,0,1,Mid-High (Q3),Low (Q1),0.0,3.299999999999997,35.5347,720,231,1232,593
2016,167,Purdue,B10,5,64,26,8,76.47059,34,24.5939,117.0,92.4061,0.933,23.8,36.8,35.5,31.3,33.0,53.7,44.3,52.9,43.0,64.5,67.0,67.5995,67.8939,1.141,74.2,35.1,66.451,1.518,4.4,26.889,36.7,35.8,31.4,33.1,71.1,28.2,38.5,36.1,89.0,6.9,2,1,0,1,Mid-High (Q3),Mid-High (Q3),5.4999999999999964,2.5,39.19199999999999,701,258,1273,673
2016,173,Saint Joseph's,A10,8,32,27,7,79.41176,34,14.6358,113.435,98.7988,0.854,16.1,32.7,35.7,31.0,41.3,51.3,47.9,52.5,48.9,64.3,58.7,70.3117,70.4815,1.097,71.3,37.7,41.08,1.79,3.4,21.526,32.7,35.7,31.1,41.5,64.5,35.8,37.1,28.5,90.0,5.8,3,0,0,1,Mid-High (Q3),Low (Q1),1.7000000000000028,-5.599999999999994,35.02170000000001,725,237,1305,685
2016,181,Seton Hall,BE,6,64,25,8,75.75758,33,17.6691,111.433,93.7641,0.893,18.7,35.3,29.6,31.6,33.1,50.2,45.3,49.1,44.3,70.4,66.9,69.4734,70.6797,1.055,66.6,40.6,62.243,1.139,5.3,30.728,34.7,29.7,31.8,33.0,58.3,40.1,36.4,30.2,89.7,4.1,2,1,0,1,Low (Q1),Mid-Low (Q2),3.6999999999999957,-3.5,31.346400000000003,572,202,1359,667
2016,186,South Dakota St.,Sum,12,64,24,7,77.41935,31,9.58182,110.826,101.245,0.744,9.8,36.2,36.8,33.1,32.3,51.4,47.7,49.7,46.8,63.2,67.7,68.2819,68.629,1.105,74.2,40.6,12.379,1.889,-1.2,12.136,36.1,37.1,33.4,32.8,56.0,33.8,42.2,29.0,95.2,1.8,2,1,0,1,Mid-High (Q3),Mid-High (Q3),3.1000000000000014,4.5,39.964800000000004,651,236,1118,556
2016,189,Southern,SWAC,16,68,19,12,61.29032,31,-5.31079,100.906,106.217,0.339,-6.0,34.5,29.5,32.0,35.6,48.7,47.7,47.4,47.5,70.5,64.4,68.9507,69.4786,1.025,67.3,38.7,3.311,2.059,-8.1,8.427,34.1,29.7,31.8,36.3,62.4,32.2,35.5,38.1,82.4,2.6,1,1,0,1,Low (Q1),Mid-Low (Q2),2.5,-6.100000000000001,30.5325,528,182,1260,597
2016,194,Stephen F. Austin,Slnd,14,32,23,5,82.14286,28,14.405,111.339,96.9336,0.772,10.9,37.5,36.4,33.2,30.6,55.5,49.6,55.1,49.5,63.6,69.4,67.4268,69.1402,1.15,74.4,33.9,0.458,2.171,-1.2,9.477,36.8,36.9,32.8,30.7,66.9,32.4,41.6,30.7,89.1,5.0,3,0,0,1,Mid-High (Q3),Mid-High (Q3),4.299999999999997,5.799999999999997,40.949999999999996,595,223,1039,572
2016,195,Stony Brook,AE,13,64,24,6,80.0,30,8.53773,107.481,98.9433,0.697,7.4,37.5,29.3,34.2,34.9,53.2,47.3,51.9,45.2,70.7,65.1,66.9582,67.5992,1.112,66.8,32.5,0.2,2.267,-1.1,11.251,37.2,28.8,34.1,34.4,60.5,43.5,35.4,27.7,92.6,4.1,2,1,0,1,Low (Q1),Mid-High (Q3),3.299999999999997,-5.599999999999998,32.9625,516,194,1244,646
2016,196,Syracuse,ACC,10,4,19,13,59.375,32,15.8501,111.357,95.507,0.86,16.2,36.1,43.2,30.4,40.3,50.4,47.5,47.6,48.7,56.8,59.7,64.9033,65.2376,1.065,68.3,35.5,88.863,1.713,-0.3,30.281,36.0,42.1,30.7,39.7,60.8,32.6,29.7,25.2,87.8,9.6,6,0,1,1,High (Q4),Mid-High (Q3),5.700000000000003,2.9000000000000057,46.78560000000001,768,277,1010,481
2016,198,Temple,Amer,10,64,21,11,65.625,32,8.34785,106.619,98.2712,0.716,8.2,34.0,37.8,31.4,31.9,46.9,46.7,44.5,46.5,62.2,68.1,65.9852,66.0022,1.024,68.4,27.1,55.758,2.186,-0.1,24.923,33.7,37.4,31.2,32.2,57.4,27.6,34.7,35.0,95.2,3.3,2,1,0,1,Mid-High (Q3),Mid-Low (Q2),2.6000000000000014,5.899999999999999,38.556,728,248,1197,533
2016,200,Texas,B12,6,64,20,12,62.5,32,17.1061,112.821,95.7146,0.859,16.2,33.9,36.0,34.3,32.6,49.3,47.5,48.5,45.6,64.0,67.4,65.1637,66.9315,1.058,66.5,39.7,73.204,1.958,3.2,36.005,34.1,36.2,34.6,32.8,57.4,36.5,36.7,27.2,81.7,7.8,2,1,0,1,Mid-High (Q3),Low (Q1),-0.3999999999999986,3.3999999999999986,36.611999999999995,653,221,1160,563
2016,201,Texas A&M,SEC,3,16,26,8,76.47059,34,21.8057,114.159,92.3528,0.918,21.5,35.0,37.0,32.9,39.5,51.4,47.1,50.7,45.6,63.0,60.5,66.5488,68.3815,1.104,67.3,37.5,69.544,1.815,5.2,27.831,34.1,37.4,33.3,40.2,63.2,40.2,30.2,22.5,87.8,8.9,4,0,1,1,Mid-High (Q3),Mid-Low (Q2),2.1000000000000014,-2.5,38.85,742,260,1263,640
2016,204,Texas Tech,B12,8,64,19,12,61.29032,31,14.7244,113.846,99.1212,0.82,13.9,34.5,30.4,35.2,37.9,49.9,49.3,49.2,47.2,69.6,62.1,65.9989,66.9205,1.07,74.6,43.1,18.334,1.716,1.3,32.532,34.6,30.5,35.6,37.8,61.9,36.8,35.0,32.8,95.9,6.1,2,1,0,1,Low (Q1),Mid-Low (Q2),-0.7000000000000028,-7.5,31.464,511,176,1171,576
2016,206,Tulsa,Amer,11,68,20,11,64.51613,31,11.788,111.352,99.564,0.747,9.8,32.9,36.6,36.3,36.8,50.4,48.3,51.0,44.7,63.4,63.2,68.4348,69.0244,1.064,67.8,40.0,3.983,2.725,-1.2,22.502,32.6,36.3,35.9,36.9,61.7,38.3,35.2,25.4,93.3,5.1,1,1,0,1,Mid-High (Q3),Low (Q1),-3.3999999999999986,-0.19999999999999574,36.124199999999995,651,214,1129,576
2016,214,UNC Asheville,BSth,15,64,20,11,64.51613,31,4.21193,103.529,99.3166,0.549,1.7,32.2,30.1,28.8,35.5,49.9,48.7,50.6,51.7,69.9,64.5,70.1811,70.5102,1.048,70.1,42.4,11.114,1.148,-6.3,10.414,32.1,30.1,29.5,36.0,59.2,37.6,39.8,32.2,96.8,2.4,2,1,0,1,Low (Q1),Low (Q1),3.400000000000002,-5.399999999999999,29.076600000000003,532,171,1237,626
2016,216,UNC Wilmington,CAA,13,64,23,7,76.66667,30,9.25855,110.051,100.792,0.707,8.0,34.1,33.4,34.1,28.6,51.2,47.1,51.2,45.5,66.6,71.4,70.1618,70.5306,1.094,70.4,35.9,1.709,1.606,-0.7,13.73,34.5,33.6,33.8,28.6,65.0,33.5,36.9,32.9,93.3,2.4,2,1,0,1,Mid-Low (Q2),Mid-Low (Q2),0.0,4.799999999999997,34.1682,606,207,1207,618
2016,218,USC,P12,8,64,21,12,63.63636,33,14.7848,113.901,99.116,0.848,15.8,38.5,32.4,32.3,34.4,52.0,47.3,49.2,46.7,67.6,65.6,71.1914,72.8841,1.095,67.8,35.3,72.171,1.247,0.2,26.984,38.6,32.3,32.4,34.6,60.9,38.1,34.9,29.7,85.3,8.9,2,1,0,1,Mid-Low (Q2),High (Q4),6.200000000000003,-2.0,37.422000000000004,667,257,1392,685
2016,220,Utah,P12,3,32,25,8,75.75758,33,18.1129,115.673,97.5601,0.875,17.9,36.0,37.6,36.8,31.9,55.2,47.4,55.8,43.8,62.4,68.1,65.2107,67.2963,1.12,71.7,38.4,34.826,2.011,5.6,30.751,36.3,37.4,37.1,31.9,65.1,43.0,34.8,19.6,86.5,6.1,3,0,0,1,Mid-High (Q3),Mid-High (Q3),-0.7999999999999972,5.700000000000003,40.608,678,244,1125,628
2016,225,Vanderbilt,SEC,11,68,19,13,59.375,32,19.9195,114.458,94.5381,0.919,21.8,38.8,38.1,29.2,30.5,53.5,43.1,50.5,42.7,61.9,69.5,67.7217,69.19,1.1,69.9,39.5,60.005,1.344,-0.4,29.795,38.2,38.0,29.4,30.6,63.5,33.0,34.9,29.0,88.4,9.6,1,1,0,1,Mid-High (Q3),High (Q4),9.599999999999998,7.600000000000001,44.3484,689,267,1120,566
2016,226,VCU,A10,10,32,24,10,70.58824,34,16.2152,110.984,94.769,0.878,17.6,35.6,32.8,33.6,29.9,50.9,49.0,49.6,48.4,67.2,70.1,69.4498,69.9071,1.096,69.0,32.3,38.015,2.092,-0.1,20.513,35.1,33.4,33.7,30.3,60.6,37.9,36.5,28.8,94.1,5.7,3,0,0,1,Mid-Low (Q2),Mid-Low (Q2),2.0,2.8999999999999986,35.0304,689,245,1410,699
2016,228,Villanova,BE,2,1,29,5,85.29412,34,26.7471,118.299,91.552,0.959,28.5,34.4,43.8,33.5,37.5,54.3,46.3,56.4,43.9,56.2,62.5,66.5578,67.6994,1.133,77.7,34.3,81.555,1.709,8.9,30.779,36.1,42.8,33.8,37.5,70.3,31.0,42.1,26.3,95.8,9.2,8,0,1,1,High (Q4),Mid-Low (Q2),0.8999999999999986,6.299999999999997,45.20159999999999,845,291,1083,611
2016,229,Virginia,ACC,1,8,26,7,78.78788,33,29.0952,120.224,91.1288,0.954,27.6,40.5,28.1,34.9,37.3,54.4,48.7,51.9,46.5,71.9,62.7,60.6947,61.1656,1.146,75.4,32.4,74.302,1.985,8.7,36.199,40.2,28.4,34.6,36.7,68.6,36.4,36.3,35.2,96.9,9.2,5,0,1,1,Low (Q1),High (Q4),5.600000000000001,-9.199999999999996,34.1415,488,198,1248,648
