teamstatspk,team,win_percentage,minutes,points,field_goals_made,field_goals_attempted,field_goal_percentage,three_pointers_made,three_pointers_attempted,three_point_percentage,free_throws_made,free_throw_attempted,free_throw_percentage,season,playoff_stage,three_point_volume,three_point_contribution,season_year,three_pt_tier
294,Detroit Pistons,0.471,48.6,89.9,30.2,73.8,0.41,6.7,19.1,0.35200000000000004,22.8,30.7,0.741,2002-03,Conf Finals,0.2588075880758808,0.2235817575083426,2002,Medium
295,Orlando Magic,0.429,48.0,87.6,31.0,73.1,0.424,5.1,16.3,0.316,20.4,26.1,0.7809999999999999,2002-03,R1 Exit,0.2229822161422709,0.17465753424657535,2002,Low
296,Portland Trail Blazers,0.429,48.0,101.3,36.4,79.0,0.461,6.3,17.0,0.37,22.1,29.4,0.752,2002-03,R1 Exit,0.21518987341772153,0.18657453109575517,2002,High
297,Boston Celtics,0.4,49.5,94.6,33.4,79.1,0.42200000000000004,8.6,24.3,0.354,19.2,24.0,0.8,2002-03,Conf Semis,0.3072060682680152,0.2727272727272727,2002,Medium
298,Indiana Pacers,0.333,48.8,91.2,30.2,77.7,0.38799999999999996,5.2,17.7,0.292,25.7,32.5,0.79,2002-03,R1 Exit,0.2277992277992278,0.17105263157894737,2002,Low
299,Milwaukee Bucks,0.333,48.8,97.8,36.5,79.5,0.45899999999999996,6.3,17.0,0.373,18.5,24.8,0.745,2002-03,R1 Exit,0.2138364779874214,0.19325153374233128,2002,High
300,Minnesota Timberwolves,0.333,48.8,100.5,37.5,81.0,0.46299999999999997,4.7,14.0,0.33299999999999996,20.8,25.8,0.8059999999999999,2002-03,R1 Exit,0.1728395061728395,0.14029850746268657,2002,Medium
301,New Orleans Hornets,0.333,48.0,92.8,33.8,77.2,0.43799999999999994,6.3,17.2,0.369,18.8,25.3,0.743,2002-03,R1 Exit,0.22279792746113988,0.20366379310344826,2002,High
302,Phoenix Suns,0.333,48.8,85.2,32.3,83.7,0.386,4.7,15.7,0.298,15.8,22.2,0.7140000000000001,2002-03,R1 Exit,0.18757467144563916,0.16549295774647887,2002,Low
303,Utah Jazz,0.2,48.0,93.0,33.8,77.8,0.434,1.8,6.8,0.265,23.6,30.0,0.787,2002-03,R1 Exit,0.08740359897172237,0.05806451612903226,2002,Low
304,Los Angeles Lakers,0.789,48.3,97.8,35.7,80.5,0.444,6.1,18.0,0.33899999999999997,20.3,28.1,0.721,2001-02,Finals,0.2236024844720497,0.1871165644171779,2001,Medium
305,Sacramento Kings,0.625,48.6,101.1,36.9,82.4,0.44799999999999995,5.0,16.2,0.309,22.2,29.9,0.741,2001-02,Conf Finals,0.19660194174757278,0.1483679525222552,2001,Low
306,Boston Celtics,0.563,48.0,91.3,32.8,78.4,0.418,7.9,22.9,0.34299999999999997,17.8,22.9,0.774,2001-02,Conf Finals,0.29209183673469385,0.25958378970427165,2001,Medium
307,New Jersey Nets,0.55,48.5,95.4,35.9,82.9,0.43200000000000005,4.2,14.6,0.285,19.5,26.9,0.726,2001-02,Conf Finals,0.1761158021712907,0.1320754716981132,2001,Low
308,Dallas Mavericks,0.5,48.6,109.0,39.8,88.0,0.452,8.4,22.1,0.379,21.1,25.3,0.8370000000000001,2001-02,Conf Semis,0.25113636363636366,0.23119266055045873,2001,High
309,Charlotte Hornets,0.444,49.1,96.1,34.1,81.0,0.42100000000000004,4.4,12.2,0.364,23.4,32.3,0.725,2001-02,Conf Semis,0.15061728395061727,0.1373569198751301,2001,High
310,Detroit Pistons,0.4,48.0,83.0,29.4,73.6,0.39899999999999997,8.0,22.6,0.354,16.2,22.4,0.723,2001-02,Conf Semis,0.3070652173913044,0.2891566265060241,2001,Medium
311,Indiana Pacers,0.4,50.0,91.6,34.8,76.0,0.45799999999999996,4.8,11.8,0.40700000000000003,17.2,22.6,0.7609999999999999,2001-02,R1 Exit,0.15526315789473685,0.1572052401746725,2001,High
312,Philadelphia 76ers,0.4,48.0,89.0,30.4,73.6,0.413,4.0,13.0,0.308,24.2,32.0,0.7559999999999999,2001-02,R1 Exit,0.1766304347826087,0.1348314606741573,2001,Low
313,San Antonio Spurs,0.4,48.0,91.1,32.9,76.2,0.43200000000000005,5.0,14.7,0.34,20.3,26.6,0.763,2001-02,Conf Semis,0.19291338582677164,0.16465422612513722,2001,Medium
314,Seattle SuperSonics,0.4,48.0,86.2,34.2,79.6,0.43,4.8,12.2,0.39299999999999996,13.0,19.0,0.684,2001-02,R1 Exit,0.15326633165829145,0.1670533642691415,2001,High
315,Toronto Raptors,0.4,48.0,83.8,32.6,77.2,0.42200000000000004,3.4,10.6,0.321,15.2,20.6,0.738,2001-02,R1 Exit,0.13730569948186527,0.12171837708830549,2001,Low
316,Orlando Magic,0.25,50.5,93.8,33.3,78.5,0.424,4.3,16.5,0.258,23.0,31.0,0.742,2001-02,R1 Exit,0.21019108280254778,0.13752665245202558,2001,Low
317,Utah Jazz,0.25,48.0,88.0,33.0,79.5,0.415,3.5,11.5,0.304,18.5,27.0,0.685,2001-02,R1 Exit,0.14465408805031446,0.11931818181818182,2001,Low
318,Minnesota Timberwolves,0.0,48.0,102.0,36.0,81.0,0.444,5.0,12.7,0.395,25.0,34.7,0.721,2001-02,R1 Exit,0.1567901234567901,0.14705882352941177,2001,High
319,Portland Trail Blazers,0.0,48.0,91.3,31.3,82.0,0.382,6.7,18.0,0.37,22.0,27.7,0.795,2001-02,R1 Exit,0.21951219512195122,0.22015334063526837,2001,High
320,Los Angeles Lakers,0.938,48.3,103.4,38.3,81.8,0.46799999999999997,6.1,15.9,0.386,20.8,30.7,0.6759999999999999,2000-01,Finals,0.19437652811735942,0.17698259187620885,2000,High
321,Charlotte Hornets,0.6,48.0,95.7,33.9,78.1,0.434,4.4,12.0,0.36700000000000005,23.5,31.4,0.748,2000-01,Conf Semis,0.1536491677336748,0.13793103448275862,2000,High
322,Milwaukee Bucks,0.556,48.3,95.7,35.0,80.6,0.434,6.7,17.6,0.38299999999999995,18.9,23.7,0.8,2000-01,Conf Finals,0.21836228287841195,0.21003134796238246,2000,High
323,San Antonio Spurs,0.538,48.0,91.5,33.4,76.1,0.439,5.5,15.2,0.364,19.2,26.8,0.716,2000-01,Conf Semis,0.1997371879106439,0.18032786885245902,2000,High
324,Philadelphia 76ers,0.522,48.2,92.3,34.0,80.8,0.42100000000000004,3.8,11.4,0.336,20.4,26.9,0.7609999999999999,2000-01,Finals,0.1410891089108911,0.12351029252437702,2000,Medium
325,Toronto Raptors,0.5,48.0,92.2,35.3,79.5,0.44299999999999995,5.9,15.1,0.392,15.8,20.8,0.7559999999999999,2000-01,Conf Semis,0.18993710691823898,0.19197396963123647,2000,High
326,Dallas Mavericks,0.4,48.0,92.2,32.2,80.8,0.39899999999999997,6.1,17.2,0.355,21.7,25.6,0.848,2000-01,Conf Semis,0.21287128712871287,0.19848156182212578,2000,Medium
327,New York Knicks,0.4,48.0,89.0,33.4,71.4,0.46799999999999997,4.0,11.8,0.33899999999999997,18.2,23.4,0.778,2000-01,R1 Exit,0.16526610644257703,0.1348314606741573,2000,Medium
328,Utah Jazz,0.4,48.0,89.6,33.0,77.8,0.424,3.6,11.0,0.327,20.0,25.8,0.775,2000-01,R1 Exit,0.14138817480719795,0.1205357142857143,2000,Low
329,Sacramento Kings,0.375,48.0,97.6,34.6,86.0,0.40299999999999997,5.0,14.3,0.35100000000000003,23.4,28.6,0.8170000000000001,2000-01,R1 Exit,0.16627906976744186,0.15368852459016394,2000,Medium
330,Indiana Pacers,0.25,48.0,87.3,32.8,82.3,0.39799999999999996,6.3,18.3,0.342,15.5,18.8,0.8270000000000001,2000-01,R1 Exit,0.22235722964763063,0.21649484536082472,2000,Medium
331,Minnesota Timberwolves,0.25,48.0,82.0,30.8,79.5,0.387,3.0,10.0,0.3,17.5,21.5,0.8140000000000001,2000-01,R1 Exit,0.12578616352201258,0.10975609756097561,2000,Low
332,Orlando Magic,0.25,49.3,102.8,39.0,89.8,0.435,8.0,20.5,0.39,16.8,24.5,0.684,2000-01,R1 Exit,0.22828507795100222,0.23346303501945526,2000,High
333,Phoenix Suns,0.25,48.0,88.5,34.0,89.5,0.38,4.3,17.0,0.25,16.3,22.8,0.7140000000000001,2000-01,R1 Exit,0.18994413407821228,0.14576271186440676,2000,Low
334,Miami Heat,0.0,48.0,78.3,29.7,72.3,0.41,5.3,16.7,0.32,13.7,19.3,0.7070000000000001,2000-01,R1 Exit,0.23098201936376211,0.20306513409961685,2000,Low
335,Portland Trail Blazers,0.0,48.0,89.0,32.0,76.3,0.419,5.3,20.3,0.262,19.7,26.0,0.7559999999999999,2000-01,R1 Exit,0.26605504587155965,0.1786516853932584,2000,Low
